Codigo,Vereda,Avaluo,Predial
20156000,2,12468000,62340.0
20157000,2,18884000,94420.0
20157000,2,18884000,94420.0
20158000,2,57205000,286025.0
20159000,2,586000,2930.0
20160000,2,1663000,8315.0
20161000,2,4622000,23110.0
20162000,2,1831000,9155.0
20163000,2,3668000,18340.0
20163000,2,3668000,18340.0
20164000,2,4547000,22735.0
20165000,2,1613000,8065.0
20166000,2,1980000,9900.0
20167000,2,3301000,16505.0
20168000,2,4272000,21360.0
20168000,2,4272000,21360.0
20169000,2,3769000,18845.0
20170000,2,2923000,14615.0
20171000,2,667000,3335.0
20172000,2,629000,3145.0
20173000,2,335000,1675.0
20174000,2,501000,2505.0
20175000,2,1050000,5250.0
20176000,2,3259000,16295.0
20177000,2,2135000,10675.0
20178000,2,923000,4615.0
20179000,2,1509000,7545.0
20180000,2,2095000,10475.0
20180000,2,2095000,10475.0
20181000,2,8801000,44005.0
20181000,2,8801000,44005.0
20182000,2,3060000,15300.0
20182000,2,3060000,15300.0
20183000,2,8383000,41915.0
20183000,2,8383000,41915.0
20183000,2,8383000,41915.0
20183000,2,8383000,41915.0
20183001,2,149000,745.0
20183001,2,149000,745.0
20184000,2,2303000,11515.0
20185000,2,3646000,18230.0
20186000,2,1427000,7135.0
20187000,2,7541000,37705.0
20188000,2,629000,3145.0
20189000,2,586000,2930.0
20189000,2,586000,2930.0
20190000,2,4610000,23050.0
20191000,2,1554000,7770.0
20191000,2,1554000,7770.0
20192000,2,8801000,44005.0
20193000,2,3250000,16250.0
20194000,2,9445000,47225.0
20195000,2,8312000,41560.0
20196000,2,1554000,7770.0
20196000,2,1554000,7770.0
20196000,2,1554000,7770.0
20197000,2,4696000,23480.0
20198000,2,1721000,8605.0
20198000,2,1721000,8605.0
20199000,2,1173000,5865.0
20200000,2,3142000,15710.0
20201000,2,4369000,21845.0
20201000,2,4369000,21845.0
20202000,2,1324000,6620.0
20203000,2,765000,3825.0
20204000,2,1156000,5780.0
20205000,2,643000,3215.0
20206000,2,643000,3215.0
20207000,2,1128000,5640.0
20207000,2,1128000,5640.0
20207000,2,1128000,5640.0
20208000,2,797000,3985.0
20209000,2,5631000,28155.0
20209001,2,1406000,7030.0
20209002,2,99000,495.0
20210000,2,998000,4990.0
20211000,2,6790000,33950.0
20212000,2,718000,3590.0
20213000,2,643000,3215.0
20214000,2,643000,3215.0
20214000,2,643000,3215.0
20214000,2,643000,3215.0
20215000,2,1960000,9800.0
20216000,2,4754000,23770.0
20217000,2,4524000,22620.0
20218000,2,8676000,43380.0
20219000,2,1634000,8170.0
20220000,2,2829000,14145.0
20221000,2,3658000,18290.0
20221000,2,3658000,18290.0
20221000,2,3658000,18290.0
20222000,2,5281000,26405.0
20223000,2,8834000,44170.0
20223000,2,8834000,44170.0
20224000,2,13643000,68215.0
20224000,2,13643000,68215.0
20225000,2,11513000,57565.0
20226000,2,4046000,20230.0
20227000,2,3228000,16140.0
20227001,2,1290000,6450.0
20228000,2,1204000,6020.0
20229000,2,4150000,20750.0
20229000,2,4150000,20750.0
20230000,2,1509000,7545.0
20230000,2,1509000,7545.0
20232000,2,2581000,12905.0
20233000,2,525000,2625.0
20234000,2,1132000,5660.0
20235000,2,2151000,10755.0
20236000,2,2829000,14145.0
20236000,2,2829000,14145.0
20237000,2,2664000,13320.0
20239000,2,2450000,12250.0
20240000,2,2396000,11980.0
20241000,2,5469000,27345.0
20242000,2,2151000,10755.0
20243000,2,6413000,32065.0
20245000,2,304000,1520.0
20246000,2,754000,3770.0
20247000,2,1019000,5095.0
20247000,2,1019000,5095.0
20247000,2,1019000,5095.0
20248000,2,2829000,14145.0
20249000,2,3391000,16955.0
20249001,2,299000,1495.0
20250000,2,3775000,18875.0
20251000,2,3787000,18935.0
20252000,2,2928000,14640.0
20253000,2,7931000,39655.0
20253000,2,7931000,39655.0
20253000,2,7931000,39655.0
20253000,2,7931000,39655.0
20253000,2,7931000,39655.0
20253000,2,7931000,39655.0
20253000,2,7931000,39655.0
20254000,2,4872000,24360.0
20256000,2,2530000,12650.0
20256000,2,2530000,12650.0
20257000,2,1204000,6020.0
20258000,2,6036000,30180.0
20259000,2,2362000,11810.0
20260000,2,4526000,22630.0
20261000,2,14599000,72995.0
20262000,2,3584000,17920.0
20263000,2,2907000,14535.0
20264000,2,4150000,20750.0
20264000,2,4150000,20750.0
20265000,2,3391000,16955.0
20265001,2,194000,970.0
20265001,2,194000,970.0
20266000,2,4980000,24900.0
20267000,2,1735000,8675.0
20268000,2,1355000,6775.0
20269000,2,2339000,11695.0
20270000,2,1395000,6975.0
20271000,2,1887000,9435.0
20272000,2,642000,3210.0
20272000,2,642000,3210.0
20273000,2,943000,4715.0
20273000,2,943000,4715.0
20274000,2,983000,4915.0
20275000,2,2688000,13440.0
20275000,2,2688000,13440.0
20275000,2,2688000,13440.0
20276000,2,1735000,8675.0
20277000,2,568000,2840.0
20278000,2,378000,1890.0
20279000,2,2313000,11565.0
20280000,2,4150000,20750.0
20280000,2,4150000,20750.0
20280000,2,4150000,20750.0
20280000,2,4150000,20750.0
20280000,2,4150000,20750.0
20280000,2,4150000,20750.0
20280000,2,4150000,20750.0
20280000,2,4150000,20750.0
20281000,2,3959000,19795.0
20282000,2,2339000,11695.0
20283000,2,754000,3770.0
20284000,2,2907000,14535.0
20285000,2,1582000,7910.0
20286000,2,4150000,20750.0
20286000,2,4150000,20750.0
20287000,2,4355000,21775.0
20287000,2,4355000,21775.0
20287000,2,4355000,21775.0
20287000,2,4355000,21775.0
20287000,2,4355000,21775.0
20287000,2,4355000,21775.0
20288000,2,1634000,8170.0
20289000,2,263000,1315.0
20290000,2,415000,2075.0
20291000,2,822000,4110.0
20292000,2,1451000,7255.0
20293000,2,1118000,5590.0
20293000,2,1118000,5590.0
20294000,2,998000,4990.0
20295000,2,17016000,85080.0
20295000,2,17016000,85080.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20296000,2,3577000,17885.0
20297000,2,2206000,11030.0
20297000,2,2206000,11030.0
20297000,2,2206000,11030.0
20297000,2,2206000,11030.0
20297000,2,2206000,11030.0
20297000,2,2206000,11030.0
20297000,2,2206000,11030.0
20298000,2,2931000,14655.0
20299000,2,1092000,5460.0
20300000,2,2262000,11310.0
20301000,2,1360000,6800.0
20302000,2,3886000,19430.0
20303000,2,1582000,7910.0
20303000,2,1582000,7910.0
20304000,2,606000,3030.0
20305000,2,1606000,8030.0
20306000,2,1446000,7230.0
20307000,2,2226000,11130.0
20308000,2,4110000,20550.0
20308000,2,4110000,20550.0
20309000,2,2183000,10915.0
20310000,2,2450000,12250.0
20310000,2,2450000,12250.0
20311000,2,4450000,22250.0
20311000,2,4450000,22250.0
20311000,2,4450000,22250.0
20312000,2,2639000,13195.0
20313000,2,2151000,10755.0
20314000,2,2061000,10305.0
20315000,2,1204000,6020.0
20316000,2,1002000,5010.0
20317000,2,3007000,15035.0
20317000,2,3007000,15035.0
20318000,2,1735000,8675.0
20318000,2,1735000,8675.0
20318000,2,1735000,8675.0
20319000,2,606000,3030.0
20319000,2,606000,3030.0
20320000,2,1242000,6210.0
20321000,2,1890000,9450.0
20322000,2,832000,4160.0
20323000,2,3584000,17920.0
20323000,2,3584000,17920.0
20324000,2,3506000,17530.0
20324000,2,3506000,17530.0
20325000,2,2792000,13960.0
20326001,2,2113000,10565.0
20327000,2,8614000,43070.0
20327000,2,8614000,43070.0
20327000,2,8614000,43070.0
20328000,2,3266000,16330.0
20329000,2,10505000,52525.0
20330000,2,2072000,10360.0
20330000,2,2072000,10360.0
20331000,2,3826000,19130.0
20331000,2,3826000,19130.0
20332000,2,3431000,17155.0
20333000,2,4141000,20705.0
20334000,2,791000,3955.0
20336000,2,13808000,69040.0
20337000,2,11316000,56580.0
20338000,2,3132000,15660.0
20338000,2,3132000,15660.0
20338000,2,3132000,15660.0
20338000,2,3132000,15660.0
20339000,2,453000,2265.0
20339000,2,453000,2265.0
20339000,2,453000,2265.0
20340000,2,338000,1690.0
20340000,2,338000,1690.0
20341000,2,2209000,11045.0
20342000,2,1318000,6590.0
20342000,2,1318000,6590.0
20343000,2,2109000,10545.0
20344000,2,690000,3450.0
20345000,2,472000,2360.0
20346000,2,2173000,10865.0
20346000,2,2173000,10865.0
20347000,2,2362000,11810.0
20347000,2,2362000,11810.0
20347000,2,2362000,11810.0
20348000,2,1918000,9590.0
20348000,2,1918000,9590.0
20349000,2,8234000,41170.0
20350000,2,11695000,58475.0
20350000,2,11695000,58475.0
20350000,2,11695000,58475.0
20350000,2,11695000,58475.0
20350000,2,11695000,58475.0
20350000,2,11695000,58475.0
20350000,2,11695000,58475.0
20351000,2,12369000,61845.0
20352000,2,3469000,17345.0
20353000,2,8801000,44005.0
20354000,2,2325000,11625.0
20355000,2,1918000,9590.0
20356000,2,2582000,12910.0
20357000,2,4836000,24180.0
20358000,2,3920000,19600.0
20359000,2,1009000,5045.0
20359000,2,1009000,5045.0
20360000,2,7907000,39535.0
20361000,2,7337000,36685.0
20361000,2,7337000,36685.0
20361000,2,7337000,36685.0
20362000,2,10518000,52590.0
20363000,2,3889000,19445.0
20364000,2,915000,4575.0
20364000,2,915000,4575.0
20365000,2,4217000,21085.0
20365000,2,4217000,21085.0
20365000,2,4217000,21085.0
20365000,2,4217000,21085.0
20366000,2,914000,4570.0
20367000,2,641000,3205.0
20368000,2,816000,4080.0
20369000,2,1479000,7395.0
20370000,2,3959000,19795.0
20370000,2,3959000,19795.0
20371000,2,3049000,15245.0
20372000,2,7694000,38470.0
20372001,2,462000,2310.0
20373000,2,6157000,30785.0
20374000,2,5697000,28485.0
20375000,2,1260000,6300.0
20375000,2,1260000,6300.0
20376000,2,3508000,17540.0
20376000,2,3508000,17540.0
20377000,2,7537000,37685.0
20378000,2,7857000,39285.0
20379000,2,3524000,17620.0
20380000,2,2287000,11435.0
20380000,2,2287000,11435.0
20381000,2,3571000,17855.0
20382000,2,2201000,11005.0
20383000,2,2931000,14655.0
20384000,2,4505000,22525.0
20385000,2,2095000,10475.0
20385000,2,2095000,10475.0
20386000,2,5551000,27755.0
20386000,2,5551000,27755.0
20387000,2,8592000,42960.0
20388000,2,17185000,85925.0
20388000,2,17185000,85925.0
20389000,2,8908000,44540.0
20390000,2,4037000,20185.0
20391000,2,1980000,9900.0
20391000,2,1980000,9900.0
20392000,2,3977000,19885.0
20393000,2,2962000,14810.0
20394000,2,1698000,8490.0
20395000,2,2474000,12370.0
20395000,2,2474000,12370.0
20396000,2,2931000,14655.0
20397000,2,9326000,46630.0
20398000,2,5240000,26200.0
20399000,2,5217000,26085.0
20399000,2,5217000,26085.0
20399000,2,5217000,26085.0
20400000,2,7280000,36400.0
20400000,2,7280000,36400.0
20401000,2,4559000,22795.0
20403000,2,1894000,9470.0
20404000,2,1416000,7080.0
20404000,2,1416000,7080.0
20405000,2,2400000,12000.0
20405000,2,2400000,12000.0
20406000,2,1101000,5505.0
20406000,2,1101000,5505.0
20408000,2,1704000,8520.0
20409000,2,4398000,21990.0
20409000,2,4398000,21990.0
20410000,2,1705000,8525.0
20410000,2,1705000,8525.0
20411000,2,7022000,35110.0
20412000,2,1702000,8510.0
20413000,2,762000,3810.0
20414000,2,645000,3225.0
20415000,2,822000,4110.0
20416000,2,2406000,12030.0
20417000,2,6036000,30180.0
20418000,2,3669000,18345.0
20418000,2,3669000,18345.0
20418000,2,3669000,18345.0
20419000,2,797000,3985.0
20420000,2,23472000,117360.0
20421000,2,7541000,37705.0
20422000,2,3055000,15275.0
20423000,2,8216000,41080.0
20424000,2,1757000,8785.0
20425000,2,3987000,19935.0
20426000,2,879000,4395.0
20427000,2,5448000,27240.0
20427000,2,5448000,27240.0
20428000,2,30627000,153135.0
20428000,2,30627000,153135.0
20429000,2,2343000,11715.0
20430000,2,1056000,5280.0
20431000,2,1671000,8355.0
20432000,2,8383000,41915.0
20433000,2,44452000,222260.0
20434000,2,27451000,137255.0
20435000,2,4767000,23835.0
20435000,2,4767000,23835.0
20437000,2,1318000,6590.0
20438000,2,2042000,10210.0
20439000,2,1318000,6590.0
20439000,2,1318000,6590.0
20440000,2,2468000,12340.0
20441000,2,1757000,8785.0
20442000,2,316000,1580.0
20443000,2,2098000,10490.0
20444000,2,411000,2055.0
20444000,2,411000,2055.0
20445000,2,1676000,8380.0
20446000,2,1342000,6710.0
20448000,2,5454000,27270.0
20449000,2,711000,3555.0
20450000,2,1342000,6710.0
20450000,2,1342000,6710.0
20450000,2,1342000,6710.0
20451000,2,1342000,6710.0
20452000,2,1469000,7345.0
20453000,2,2681000,13405.0
20453000,2,2681000,13405.0
20454000,2,2524000,12620.0
20454000,2,2524000,12620.0
20455000,2,440000,2200.0
20456000,2,586000,2930.0
20456000,2,586000,2930.0
20457000,2,1193000,5965.0
20458000,2,754000,3770.0
20459000,2,1485000,7425.0
20461000,2,9682000,48410.0
20462000,2,2671000,13355.0
20463000,2,3876000,19380.0
20464000,2,3775000,18875.0
20464000,2,3775000,18875.0
20465000,2,262000,1310.0
20466000,2,683000,3415.0
20467000,2,6599000,32995.0
20468000,2,2408000,12040.0
20471000,2,1469000,7345.0
20471000,2,1469000,7345.0
20471000,2,1469000,7345.0
20471000,2,1469000,7345.0
20471000,2,1469000,7345.0
20471000,2,1469000,7345.0
20471000,2,1469000,7345.0
20471000,2,1469000,7345.0
20472000,2,2891000,14455.0
20472000,2,2891000,14455.0
20474000,2,4182000,20910.0
20474000,2,4182000,20910.0
20474000,2,4182000,20910.0
20474000,2,4182000,20910.0
20475000,2,4399000,21995.0
20475000,2,4399000,21995.0
20476000,2,1883000,9415.0
20477000,2,754000,3770.0
20477000,2,754000,3770.0
20478000,2,4088000,20440.0
20479000,2,1369000,6845.0
20480000,2,6455000,32275.0
20481000,2,8436000,42180.0
20482000,2,13585000,67925.0
20482000,2,13585000,67925.0
20483000,2,18630000,93150.0
20484000,2,11785000,58925.0
20485000,2,586000,2930.0
20485000,2,586000,2930.0
20485000,2,586000,2930.0
20485000,2,586000,2930.0
20485000,2,586000,2930.0
20485000,2,586000,2930.0
20485000,2,586000,2930.0
20486000,2,645000,3225.0
20486000,2,645000,3225.0
20486000,2,645000,3225.0
20486000,2,645000,3225.0
20487000,2,7114000,35570.0
20488000,2,10708000,53540.0
20489000,2,683000,3415.0
20490000,2,14667000,73335.0
20491000,2,11402000,57010.0
20492000,2,5448000,27240.0
20492000,2,5448000,27240.0
20492000,2,5448000,27240.0
20492000,2,5448000,27240.0
20492000,2,5448000,27240.0
20492000,2,5448000,27240.0
20492000,2,5448000,27240.0
20492000,2,5448000,27240.0
20493000,2,1757000,8785.0
20494000,2,1409000,7045.0
20497000,2,1292000,6460.0
20498000,2,5135000,25675.0
20499000,2,10059000,50295.0
20500000,2,3258000,16290.0
20501000,2,6599000,32995.0
20501000,2,6599000,32995.0
20502000,2,3947000,19735.0
20503000,2,1409000,7045.0
20503000,2,1409000,7045.0
20504000,2,2511000,12555.0
20504000,2,2511000,12555.0
20505000,2,9496000,47480.0
20506000,2,19653000,98265.0
20507000,2,3345000,16725.0
20508000,2,1260000,6300.0
20509000,2,6704000,33520.0
20510000,2,146000,730.0
20511000,2,1864000,9320.0
20512000,2,1509000,7545.0
20514000,2,13202000,66010.0
20515000,2,1601000,8005.0
20517000,2,2421000,12105.0
20517000,2,2421000,12105.0
20518000,2,22117000,110585.0
20519000,2,1757000,8785.0
20521000,2,11105000,55525.0
20523000,2,5050000,25250.0
20525000,2,2057000,10285.0
20525000,2,2057000,10285.0
20525000,2,2057000,10285.0
20525000,2,2057000,10285.0
20526000,2,1341000,6705.0
20527000,2,10428000,52140.0
20527000,2,10428000,52140.0
20528000,2,48000,240.0
20528000,2,48000,240.0
20529000,2,1762000,8810.0
20530000,2,587000,2935.0
20531000,2,682000,3410.0
20531000,2,682000,3410.0
20531000,2,682000,3410.0
20531000,2,682000,3410.0
20532000,2,927000,4635.0
20532000,2,927000,4635.0
20533000,2,2042000,10210.0
20534000,2,1887000,9435.0
20535000,2,1887000,9435.0
20536000,2,1822000,9110.0
20537000,2,5753000,28765.0
20538000,2,5100000,25500.0
