Codigo,Vereda,Avaluo,Predial
40095000,4,4836000,24180.0
40095000,4,4836000,24180.0
40095000,4,4836000,24180.0
40095000,4,4836000,24180.0
40095000,4,4836000,24180.0
40096000,4,6541000,32705.0
40096000,4,6541000,32705.0
40096000,4,6541000,32705.0
40097000,4,1469000,7345.0
40098000,4,998000,4990.0
40099000,4,940000,4700.0
40100000,4,1118000,5590.0
40101000,4,12387000,61935.0
40102000,4,7812000,39060.0
40103000,4,4846000,24230.0
40106000,4,7062000,35310.0
40107000,4,2228000,11140.0
40107000,4,2228000,11140.0
40108000,4,525000,2625.0
40109000,4,1173000,5865.0
40110000,4,940000,4700.0
40110000,4,940000,4700.0
40111000,4,4574000,22870.0
40111000,4,4574000,22870.0
40112000,4,3388000,16940.0
40113000,4,9016000,45080.0
40113000,4,9016000,45080.0
40113000,4,9016000,45080.0
40115000,4,304000,1520.0
40116000,4,1582000,7910.0
40117000,4,6151000,30755.0
40118000,4,2971000,14855.0
40119000,4,645000,3225.0
40119000,4,645000,3225.0
40120000,4,645000,3225.0
40121000,4,11706000,58530.0
40122000,4,2639000,13195.0
40123000,4,4986000,24930.0
40124000,4,558000,2790.0
40125000,4,940000,4700.0
40126000,4,3228000,16140.0
40126000,4,3228000,16140.0
40126000,4,3228000,16140.0
40127000,4,14945000,74725.0
40128000,4,2814000,14070.0
40128000,4,2814000,14070.0
40129000,4,3155000,15775.0
40130000,4,353000,1765.0
40131000,4,353000,1765.0
40132000,4,411000,2055.0
40133000,4,440000,2200.0
40134000,4,471000,2355.0
40135000,4,5576000,27880.0
40136000,4,1995000,9975.0
40137000,4,3992000,19960.0
40138000,4,3545000,17725.0
40139000,4,1544000,7720.0
40140000,4,1995000,9975.0
40141000,4,3787000,18935.0
40142000,4,3718000,18590.0
40142000,4,3718000,18590.0
40142000,4,3718000,18590.0
40142000,4,3718000,18590.0
40144000,4,5349000,26745.0
40145000,4,1698000,8490.0
40146000,4,2119000,10595.0
40147000,4,5051000,25255.0
40147000,4,5051000,25255.0
40147000,4,5051000,25255.0
40148000,4,6036000,30180.0
40148000,4,6036000,30180.0
40149000,4,3371000,16855.0
40150000,4,1645000,8225.0
40151000,4,11144000,55720.0
40152000,4,2931000,14655.0
40153000,4,1933000,9665.0
40154000,4,1274000,6370.0
40155000,4,1056000,5280.0
40156000,4,2834000,14170.0
40156000,4,2834000,14170.0
40157000,4,1318000,6590.0
40157000,4,1318000,6590.0
40158000,4,5663000,28315.0
40158000,4,5663000,28315.0
40158000,4,5663000,28315.0
40158000,4,5663000,28315.0
40159000,4,12337000,61685.0
40160000,4,1818000,9090.0
40160000,4,1818000,9090.0
40160000,4,1818000,9090.0
40161000,4,2639000,13195.0
40161000,4,2639000,13195.0
40162000,4,5135000,25675.0
40162000,4,5135000,25675.0
40162000,4,5135000,25675.0
40163000,4,2217000,11085.0
40164000,4,4918000,24590.0
40164000,4,4918000,24590.0
40164000,4,4918000,24590.0
40165000,4,2583000,12915.0
40165000,4,2583000,12915.0
40165000,4,2583000,12915.0
40166000,4,718000,3590.0
40166000,4,718000,3590.0
40166000,4,718000,3590.0
40166000,4,718000,3590.0
40167000,4,3899000,19495.0
40168000,4,3169000,15845.0
40169000,4,2639000,13195.0
40169000,4,2639000,13195.0
40170000,4,472000,2360.0
40171000,4,599000,2995.0
40172000,4,1455000,7275.0
40173000,4,2169000,10845.0
40174000,4,2359000,11795.0
40175000,4,943000,4715.0
40176000,4,2391000,11955.0
40176000,4,2391000,11955.0
40177000,4,2993000,14965.0
40178000,4,599000,2995.0
40178000,4,599000,2995.0
40179000,4,2766000,13830.0
40180000,4,3620000,18100.0
40181000,4,1242000,6210.0
40181000,4,1242000,6210.0
40182000,4,644000,3220.0
40183000,4,666000,3330.0
40184000,4,249000,1245.0
40185000,4,437000,2185.0
40186000,4,415000,2075.0
40187000,4,629000,3145.0
40188000,4,1162000,5810.0
40188000,4,1162000,5810.0
40189000,4,440000,2200.0
40190000,4,718000,3590.0
40191000,4,682000,3410.0
40192000,4,2639000,13195.0
40193000,4,2827000,14135.0
40194000,4,3446000,17230.0
40195000,4,2483000,12415.0
40195001,4,412000,2060.0
40195001,4,412000,2060.0
40196000,4,1168000,5840.0
40197000,4,1056000,5280.0
40198000,4,2262000,11310.0
40199000,4,2450000,12250.0
40199000,4,2450000,12250.0
40199000,4,2450000,12250.0
40199000,4,2450000,12250.0
40200000,4,1395000,6975.0
40200000,4,1395000,6975.0
40200000,4,1395000,6975.0
40201000,4,1128000,5640.0
40202000,4,7541000,37705.0
40202000,4,7541000,37705.0
40202000,4,7541000,37705.0
40202000,4,7541000,37705.0
40203000,4,6552000,32760.0
40204000,4,4123000,20615.0
40204000,4,4123000,20615.0
40205000,4,415000,2075.0
40206000,4,943000,4715.0
40207000,4,5866000,29330.0
40208000,4,3926000,19630.0
40209000,4,1521000,7605.0
40210000,4,870000,4350.0
40210000,4,870000,4350.0
40211000,4,1490000,7450.0
40211000,4,1490000,7450.0
40211000,4,1490000,7450.0
40212000,4,1395000,6975.0
40212000,4,1395000,6975.0
40213000,4,3738000,18690.0
40214000,4,2125000,10625.0
40215000,4,943000,4715.0
40216000,4,1887000,9435.0
40216000,4,1887000,9435.0
40217000,4,338000,1690.0
40217000,4,338000,1690.0
40217000,4,338000,1690.0
40218000,4,1056000,5280.0
40219000,4,7333000,36665.0
40219000,4,7333000,36665.0
40220000,4,983000,4915.0
40221000,4,1543000,7715.0
40221000,4,1543000,7715.0
40222000,4,1350000,6750.0
40223000,4,1934000,9670.0
40224000,4,1281000,6405.0
40224000,4,1281000,6405.0
40227000,4,3757000,18785.0
40227000,4,3757000,18785.0
40229000,4,2022000,10110.0
40230000,4,4359000,21795.0
40230001,4,2231000,11155.0
40231000,4,4038000,20190.0
40232000,4,8088000,40440.0
40233000,4,2170000,10850.0
40234000,4,1868000,9340.0
40235000,4,2262000,11310.0
40235000,4,2262000,11310.0
40235000,4,2262000,11310.0
40235000,4,2262000,11310.0
40235000,4,2262000,11310.0
40236000,4,3775000,18875.0
40236000,4,3775000,18875.0
40237000,4,1281000,6405.0
40238000,4,3391000,16955.0
40238000,4,3391000,16955.0
40238000,4,3391000,16955.0
40240000,4,3524000,17620.0
40241000,4,5514000,27570.0
40242000,4,17409000,87045.0
40242000,4,17409000,87045.0
40243000,4,1524000,7620.0
40244000,4,1173000,5865.0
40245000,4,1350000,6750.0
40245000,4,1350000,6750.0
40246000,4,2411000,12055.0
40246000,4,2411000,12055.0
40247000,4,4985000,24925.0
40248000,4,3077000,15385.0
40249000,4,2212000,11060.0
40249000,4,2212000,11060.0
40249000,4,2212000,11060.0
40250000,4,1879000,9395.0
40251000,4,1118000,5590.0
40251000,4,1118000,5590.0
40252000,4,940000,4700.0
40253000,4,1056000,5280.0
40254000,4,5049000,25245.0
40254000,4,5049000,25245.0
40255000,4,1118000,5590.0
40256000,4,940000,4700.0
40257000,4,1350000,6750.0
40257000,4,1350000,6750.0
40258000,4,1934000,9670.0
40259000,4,2637000,13185.0
40259000,4,2637000,13185.0
40259000,4,2637000,13185.0
40260000,4,1702000,8510.0
40261000,4,7839000,39195.0
40261000,4,7839000,39195.0
40262000,4,6455000,32275.0
40262000,4,6455000,32275.0
40263000,4,1118000,5590.0
40264000,4,2699000,13495.0
40265000,4,1292000,6460.0
40266000,4,2931000,14655.0
40267000,4,1056000,5280.0
40268000,4,1118000,5590.0
40269000,4,1233000,6165.0
40270000,4,2343000,11715.0
40271000,4,1173000,5865.0
40272000,4,13504000,67520.0
40272000,4,13504000,67520.0
40273000,4,3464000,17320.0
40274000,4,2780000,13900.0
40274000,4,2780000,13900.0
40275000,4,9472000,47360.0
40276000,4,2639000,13195.0
40277000,4,2287000,11435.0
40278000,4,2931000,14655.0
40279000,4,9389000,46945.0
40279000,4,9389000,46945.0
40280000,4,4398000,21990.0
40281000,4,4166000,20830.0
40281000,4,4166000,20830.0
40282000,4,2289000,11445.0
40282000,4,2289000,11445.0
40283000,4,1469000,7345.0
40284000,4,1818000,9090.0
40285000,4,1645000,8225.0
40286000,4,1409000,7045.0
40287000,4,879000,4395.0
40287000,4,879000,4395.0
40287000,4,879000,4395.0
40288000,4,1173000,5865.0
40290000,4,4674000,23370.0
40290000,4,4674000,23370.0
40291000,4,2969000,14845.0
40292000,4,472000,2360.0
40293000,4,8915000,44575.0
40293000,4,8915000,44575.0
40295000,4,1437000,7185.0
40295000,4,1437000,7185.0
40296000,4,4523000,22615.0
40297000,4,3085000,15425.0
40297000,4,3085000,15425.0
40298000,4,1469000,7345.0
40299000,4,1056000,5280.0
40299000,4,1056000,5280.0
40300000,4,3576000,17880.0
40301000,4,5310000,26550.0
40301000,4,5310000,26550.0
40302000,4,7307000,36535.0
40304000,4,9132000,45660.0
40304000,4,9132000,45660.0
40305000,4,2589000,12945.0
40306000,4,1822000,9110.0
40307000,4,1260000,6300.0
40307000,4,1260000,6300.0
40308000,4,1350000,6750.0
40308000,4,1350000,6750.0
40309000,4,1805000,9025.0
40309000,4,1805000,9025.0
40310000,4,3524000,17620.0
40311000,4,1901000,9505.0
40312000,4,2343000,11715.0
40313000,4,2406000,12030.0
40313000,4,2406000,12030.0
40314000,4,2525000,12625.0
40315000,4,5281000,26405.0
40315000,4,5281000,26405.0
40315000,4,5281000,26405.0
40315000,4,5281000,26405.0
40315001,4,318000,1590.0
40316000,4,1645000,8225.0
40316000,4,1645000,8225.0
40317000,4,940000,4700.0
40317000,4,940000,4700.0
40318000,4,998000,4990.0
40319000,4,4998000,24990.0
40319000,4,4998000,24990.0
40320000,4,3403000,17015.0
40320000,4,3403000,17015.0
40321000,4,1056000,5280.0
40321000,4,1056000,5280.0
40322000,4,1173000,5865.0
40322000,4,1173000,5865.0
40322000,4,1173000,5865.0
40323000,4,2114000,10570.0
40326000,4,705000,3525.0
40328000,4,2758000,13790.0
40328000,4,2758000,13790.0
40328001,4,299000,1495.0
40329000,4,1645000,8225.0
40329000,4,1645000,8225.0
40330000,4,3462000,17310.0
40330000,4,3462000,17310.0
40330000,4,3462000,17310.0
40330000,4,3462000,17310.0
40331000,4,2397000,11985.0
40332000,4,2589000,12945.0
40332000,4,2589000,12945.0
40333000,4,2589000,12945.0
40334000,4,5142000,25710.0
40334000,4,5142000,25710.0
40336000,4,3730000,18650.0
40336000,4,3730000,18650.0
40336000,4,3730000,18650.0
40336000,4,3730000,18650.0
40337000,4,2758000,13790.0
40338000,4,2343000,11715.0
40339000,4,3273000,16365.0
40340000,4,8300000,41500.0
40340000,4,8300000,41500.0
40341000,4,2113000,10565.0
40342000,4,8544000,42720.0
40343000,4,4074000,20370.0
40343000,4,4074000,20370.0
40344000,4,3345000,16725.0
40345000,4,1409000,7045.0
40345000,4,1409000,7045.0
40346000,4,2228000,11140.0
40347000,4,2142000,10710.0
40347000,4,2142000,10710.0
40348000,4,4284000,21420.0
40348000,4,4284000,21420.0
40349000,4,3524000,17620.0
40350000,4,1879000,9395.0
40350000,4,1879000,9395.0
40351000,4,4870000,24350.0
40352000,4,1626000,8130.0
40352000,4,1626000,8130.0
40353000,4,2289000,11445.0
40354000,4,2993000,14965.0
40354000,4,2993000,14965.0
40355000,4,2850000,14250.0
40356000,4,906000,4530.0
40357000,4,3773000,18865.0
40358000,4,4089000,20445.0
40359000,4,5385000,26925.0
40360000,4,10151000,50755.0
40361000,4,7038000,35190.0
40362000,4,879000,4395.0
40362000,4,879000,4395.0
40363000,4,3016000,15080.0
40364000,4,2792000,13960.0
40365000,4,2123000,10615.0
40366000,4,1431000,7155.0
40367000,4,2450000,12250.0
40367000,4,2450000,12250.0
40368000,4,2178000,10890.0
40368000,4,2178000,10890.0
40369000,4,762000,3810.0
40369000,4,762000,3810.0
40370000,4,3467000,17335.0
40372000,4,2512000,12560.0
40372000,4,2512000,12560.0
40372000,4,2512000,12560.0
40372000,4,2512000,12560.0
40372001,4,149000,745.0
40373000,4,2639000,13195.0
40374000,4,415000,2075.0
40374000,4,415000,2075.0
40375000,4,378000,1890.0
40375000,4,378000,1890.0
40376000,4,525000,2625.0
40377000,4,871000,4355.0
40378000,4,2450000,12250.0
40379000,4,2289000,11445.0
40380000,4,1847000,9235.0
40381000,4,2682000,13410.0
40382000,4,2794000,13970.0
40383000,4,12868000,64340.0
40383000,4,12868000,64340.0
40383000,4,12868000,64340.0
40383000,4,12868000,64340.0
40383000,4,12868000,64340.0
40384000,4,6592000,32960.0
40384000,4,6592000,32960.0
40385000,4,1204000,6020.0
40385000,4,1204000,6020.0
40386000,4,2000000,10000.0
40387000,4,4834000,24170.0
40388000,4,2262000,11310.0
40389000,4,752000,3760.0
40389000,4,752000,3760.0
40390000,4,175000,875.0
40391000,4,212000,1060.0
40391000,4,212000,1060.0
40392000,4,643000,3215.0
40393000,4,871000,4355.0
40394000,4,3775000,18875.0
40394000,4,3775000,18875.0
40394001,4,211000,1055.0
40394001,4,211000,1055.0
40395000,4,2262000,11310.0
40396000,4,1887000,9435.0
40397000,4,1887000,9435.0
40397000,4,1887000,9435.0
40398000,4,2565000,12825.0
40398000,4,2565000,12825.0
40400000,4,2072000,10360.0
40401000,4,7140000,35700.0
40402000,4,2189000,10945.0
40402000,4,2189000,10945.0
40403000,4,3549000,17745.0
40404000,4,3800000,19000.0
40404000,4,3800000,19000.0
40406000,4,2565000,12825.0
40407000,4,7020000,35100.0
40408000,4,2372000,11860.0
40409000,4,871000,4355.0
40410000,4,6775000,33875.0
40410000,4,6775000,33875.0
40410000,4,6775000,33875.0
40410000,4,6775000,33875.0
40410001,4,2282000,11410.0
40410002,4,1890000,9450.0
40411000,4,2639000,13195.0
40411000,4,2639000,13195.0
40412000,4,2000000,10000.0
40413000,4,871000,4355.0
40414000,4,1473000,7365.0
40414000,4,1473000,7365.0
40415000,4,1612000,8060.0
40416000,4,943000,4715.0
40417000,4,2265000,11325.0
40418000,4,1698000,8490.0
40419000,4,2675000,13375.0
40420000,4,3238000,16190.0
40420000,4,3238000,16190.0
40421000,4,1204000,6020.0
40422000,4,1509000,7545.0
40422000,4,1509000,7545.0
40423000,4,3775000,18875.0
40423000,4,3775000,18875.0
40424000,4,2942000,14710.0
40424000,4,2942000,14710.0
40425000,4,2066000,10330.0
40426000,4,525000,2625.0
40426000,4,525000,2625.0
40426000,4,525000,2625.0
40426000,4,525000,2625.0
40427000,4,4622000,23110.0
40428000,4,1355000,6775.0
40428000,4,1355000,6775.0
40429000,4,3384000,16920.0
40429000,4,3384000,16920.0
40429000,4,3384000,16920.0
40429000,4,3384000,16920.0
40430000,4,2262000,11310.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40431000,4,3016000,15080.0
40432000,4,5659000,28295.0
40432000,4,5659000,28295.0
40432000,4,5659000,28295.0
40433000,4,3081000,15405.0
40433000,4,3081000,15405.0
40434000,4,1355000,6775.0
40435000,4,2332000,11660.0
40436000,4,3697000,18485.0
40437000,4,2343000,11715.0
40439000,4,3092000,15460.0
40440000,4,24645000,123225.0
40441000,4,2758000,13790.0
40442000,4,2170000,10850.0
40442000,4,2170000,10850.0
40443000,4,2723000,13615.0
40443000,4,2723000,13615.0
40443000,4,2723000,13615.0
40444000,4,6078000,30390.0
40445000,4,2468000,12340.0
40445000,4,2468000,12340.0
40446000,4,3183000,15915.0
40446000,4,3183000,15915.0
40446000,4,3183000,15915.0
40447000,4,1702000,8510.0
40448000,4,2468000,12340.0
40448000,4,2468000,12340.0
40448000,4,2468000,12340.0
40449000,4,2170000,10850.0
40449000,4,2170000,10850.0
40450000,4,762000,3810.0
40451000,4,998000,4990.0
40452000,4,2289000,11445.0
40453000,4,411000,2055.0
40454000,4,411000,2055.0
40455000,4,505000,2525.0
40456000,4,762000,3810.0
40457000,4,1509000,7545.0
40458000,4,5205000,26025.0
40458000,4,5205000,26025.0
40458000,4,5205000,26025.0
40459000,4,3208000,16040.0
40460000,4,1582000,7910.0
40461000,4,10545000,52725.0
40461000,4,10545000,52725.0
40461000,4,10545000,52725.0
40462000,4,1281000,6405.0
40463000,4,1791000,8955.0
40463000,4,1791000,8955.0
40464000,4,1660000,8300.0
40464000,4,1660000,8300.0
40465000,4,3699000,18495.0
40466000,4,1473000,7365.0
40467000,4,6004000,30020.0
40468000,4,879000,4395.0
40468001,4,248000,1240.0
40469000,4,717000,3585.0
40470000,4,791000,3955.0
40470000,4,791000,3955.0
40470000,4,791000,3955.0
40470000,4,791000,3955.0
40470000,4,791000,3955.0
40470000,4,791000,3955.0
40470000,4,791000,3955.0
40471000,4,568000,2840.0
40472000,4,415000,2075.0
40473000,4,955000,4775.0
40474000,4,3041000,15205.0
40474000,4,3041000,15205.0
40475000,4,2829000,14145.0
40476000,4,754000,3770.0
40476000,4,754000,3770.0
40478000,4,1622000,8110.0
40479000,4,1204000,6020.0
40480000,4,2000000,10000.0
40481000,4,20478000,102390.0
40482000,4,1128000,5640.0
40483000,4,1547000,7735.0
40484000,4,1509000,7545.0
40485000,4,5149000,25745.0
40485000,4,5149000,25745.0
40486000,4,2450000,12250.0
40486000,4,2450000,12250.0
40487000,4,10560000,52800.0
40487000,4,10560000,52800.0
40487001,4,204000,1020.0
40488000,4,10340000,51700.0
40488000,4,10340000,51700.0
40489000,4,15228000,76140.0
40490000,4,7256000,36280.0
40491000,4,5663000,28315.0
40491000,4,5663000,28315.0
40492000,4,2262000,11310.0
40492000,4,2262000,11310.0
40492000,4,2262000,11310.0
40493000,4,3016000,15080.0
40493000,4,3016000,15080.0
40493000,4,3016000,15080.0
40493000,4,3016000,15080.0
40494000,4,3522000,17610.0
40495000,4,5554000,27770.0
40495000,4,5554000,27770.0
40495000,4,5554000,27770.0
40496000,4,1622000,8110.0
40496000,4,1622000,8110.0
40497000,4,4263000,21315.0
40498000,4,754000,3770.0
40498000,4,754000,3770.0
40499000,4,871000,4355.0
40499000,4,871000,4355.0
40499000,4,871000,4355.0
40499000,4,871000,4355.0
40500000,4,3391000,16955.0
40501000,4,16892000,84460.0
40503000,4,11682000,58410.0
40503000,4,11682000,58410.0
40503000,4,11682000,58410.0
40503001,4,467000,2335.0
40504000,4,12159000,60795.0
40505000,4,3755000,18775.0
40505000,4,3755000,18775.0
40506000,4,2189000,10945.0
40507000,4,11923000,59615.0
40507000,4,11923000,59615.0
40508000,4,13089000,65445.0
40509000,4,4526000,22630.0
40509000,4,4526000,22630.0
40510000,4,16785000,83925.0
40512000,4,35865000,179325.0
40512000,4,35865000,179325.0
40513000,4,2907000,14535.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40514000,4,3354000,16770.0
40515000,4,1242000,6210.0
40516000,4,7166000,35830.0
40516000,4,7166000,35830.0
40516000,4,7166000,35830.0
40516001,4,2440000,12200.0
40517000,4,1142000,5710.0
40518000,4,8801000,44005.0
40518000,4,8801000,44005.0
40519000,4,8281000,41405.0
40520000,4,4602000,23010.0
40521000,4,8676000,43380.0
40522000,4,6425000,32125.0
40525000,4,59037000,295185.0
40525000,4,59037000,295185.0
40525000,4,59037000,295185.0
40525000,4,59037000,295185.0
40525000,4,59037000,295185.0
40525000,4,59037000,295185.0
40525000,4,59037000,295185.0
40525000,4,59037000,295185.0
40526000,4,1547000,7735.0
40527000,4,5425000,27125.0
40527000,4,5425000,27125.0
40528000,4,1101000,5505.0
40529000,4,879000,4395.0
40530000,4,1446000,7230.0
40531000,4,2921000,14605.0
40532000,4,4088000,20440.0
40533000,4,4941000,24705.0
40534000,4,6790000,33950.0
40535000,4,5663000,28315.0
40536000,4,4853000,24265.0
40537000,4,1128000,5640.0
40538000,4,8816000,44080.0
40538000,4,8816000,44080.0
40539000,4,8655000,43275.0
40540000,4,4589000,22945.0
40541000,4,4156000,20780.0
40542000,4,2447000,12235.0
40542000,4,2447000,12235.0
40543000,4,7033000,35165.0
40544000,4,6455000,32275.0
40546000,4,1995000,9975.0
40546000,4,1995000,9975.0
40549000,4,8037000,40185.0
40550000,4,7166000,35830.0
40551000,4,7921000,39605.0
40552000,4,5866000,29330.0
40553000,4,5614000,28070.0
40554000,4,5866000,29330.0
40555000,4,2479000,12395.0
40555000,4,2479000,12395.0
40556000,4,5419000,27095.0
40556000,4,5419000,27095.0
40557000,4,3672000,18360.0
40558000,4,10049000,50245.0
40559000,4,4456000,22280.0
40560000,4,1214000,6070.0
40562000,4,2868000,14340.0
40563000,4,2758000,13790.0
40564000,4,998000,4990.0
40565000,4,5659000,28295.0
40566000,4,9613000,48065.0
40568000,4,645000,3225.0
40568000,4,645000,3225.0
40569000,4,4354000,21770.0
40569000,4,4354000,21770.0
40570000,4,3985000,19925.0
40571000,4,5926000,29630.0
40572000,4,2565000,12825.0
40573000,4,3054000,15270.0
40575000,4,705000,3525.0
40576000,4,879000,4395.0
40576000,4,879000,4395.0
40577000,4,1431000,7155.0
40577000,4,1431000,7155.0
40577000,4,1431000,7155.0
40578000,4,1960000,9800.0
40578000,4,1960000,9800.0
40578000,4,1960000,9800.0
40580000,4,3697000,18485.0
40580000,4,3697000,18485.0
40581000,4,568000,2840.0
40582000,4,1409000,7045.0
40582000,4,1409000,7045.0
40582000,4,1409000,7045.0
40583000,4,1582000,7910.0
40584000,4,4284000,21420.0
40584000,4,4284000,21420.0
40584000,4,4284000,21420.0
40586000,4,1173000,5865.0
40587000,4,1831000,9155.0
40588000,4,1056000,5280.0
40589000,4,1881000,9405.0
40590000,4,734000,3670.0
40590000,4,734000,3670.0
40591000,4,6445000,32225.0
40591000,4,6445000,32225.0
40591000,4,6445000,32225.0
40591000,4,6445000,32225.0
40592000,4,5165000,25825.0
40592000,4,5165000,25825.0
40592000,4,5165000,25825.0
40593000,4,2814000,14070.0
40593000,4,2814000,14070.0
40596000,4,2907000,14535.0
40596000,4,2907000,14535.0
40597000,4,754000,3770.0
40600000,4,3925000,19625.0
40600000,4,3925000,19625.0
40600000,4,3925000,19625.0
40600000,4,3925000,19625.0
40601000,4,879000,4395.0
40602000,4,1019000,5095.0
40603000,4,1923000,9615.0
40604000,4,1473000,7365.0
40605000,4,1242000,6210.0
40606000,4,1355000,6775.0
40608000,4,1511000,7555.0
40609000,4,1249000,6245.0
40609000,4,1249000,6245.0
40610000,4,682000,3410.0
40610000,4,682000,3410.0
40610000,4,682000,3410.0
40610000,4,682000,3410.0
40610000,4,682000,3410.0
40611000,4,568000,2840.0
40612000,4,1645000,8225.0
40613000,4,1522000,7610.0
40613000,4,1522000,7610.0
40614000,4,940000,4700.0
40614000,4,940000,4700.0
40615000,4,762000,3810.0
40615000,4,762000,3810.0
40616000,4,645000,3225.0
40616000,4,645000,3225.0
40617000,4,3987000,19935.0
40617000,4,3987000,19935.0
40618000,4,586000,2930.0
40618000,4,586000,2930.0
40618000,4,586000,2930.0
40619000,4,999000,4995.0
40619000,4,999000,4995.0
40619000,4,999000,4995.0
40620000,4,1793000,8965.0
40620000,4,1793000,8965.0
40621000,4,3775000,18875.0
40622000,4,5028000,25140.0
40623000,4,4717000,23585.0
40627000,4,2394000,11970.0
40628000,4,705000,3525.0
40629000,4,4172000,20860.0
40629000,4,4172000,20860.0
40629000,4,4172000,20860.0
40630000,4,3252000,16260.0
40631000,4,2931000,14655.0
40632000,4,3431000,17155.0
40633000,4,1530000,7650.0
40634000,4,1673000,8365.0
40634000,4,1673000,8365.0
40635000,4,1350000,6750.0
40636000,4,1494000,7470.0
40636000,4,1494000,7470.0
40636000,4,1494000,7470.0
40636000,4,1494000,7470.0
40636000,4,1494000,7470.0
40636000,4,1494000,7470.0
40636000,4,1494000,7470.0
40636000,4,1494000,7470.0
40637000,4,2228000,11140.0
40637000,4,2228000,11140.0
40637000,4,2228000,11140.0
40637000,4,2228000,11140.0
40637000,4,2228000,11140.0
40637000,4,2228000,11140.0
40637000,4,2228000,11140.0
40637000,4,2228000,11140.0
40638000,4,5866000,29330.0
40638000,4,5866000,29330.0
40639000,4,7336000,36680.0
40640000,4,1409000,7045.0
40640000,4,1409000,7045.0
40640000,4,1409000,7045.0
40641000,4,1395000,6975.0
40641000,4,1395000,6975.0
40641000,4,1395000,6975.0
40642000,4,8695000,43475.0
40642000,4,8695000,43475.0
40642000,4,8695000,43475.0
40642000,4,8695000,43475.0
40642000,4,8695000,43475.0
40642000,4,8695000,43475.0
40643000,4,24098000,120490.0
40643000,4,24098000,120490.0
40644000,4,31538000,157690.0
40645000,4,40442000,202210.0
40646000,4,46306000,231530.0
40647000,4,36671000,183355.0
40648000,4,22210000,111050.0
40649000,4,3547000,17735.0
40650000,4,2490000,12450.0
40651000,4,1918000,9590.0
40652000,4,1918000,9590.0
40653000,4,1917000,9585.0
40654000,4,2272000,11360.0
40654000,4,2272000,11360.0
40655000,4,1318000,6590.0
40655000,4,1318000,6590.0
40656000,4,5793000,28965.0
40656000,4,5793000,28965.0
40656000,4,5793000,28965.0
40657000,4,2346000,11730.0
40657000,4,2346000,11730.0
40658000,4,338000,1690.0
40659000,4,983000,4915.0
40660000,4,12777000,63885.0
40662000,4,2940000,14700.0
40663000,4,2339000,11695.0
40664000,4,2556000,12780.0
40665000,4,4117000,20585.0
40666000,4,1509000,7545.0
40667000,4,1887000,9435.0
40668000,4,1812000,9060.0
40668000,4,1812000,9060.0
40669000,4,3754000,18770.0
40670000,4,5866000,29330.0
40670000,4,5866000,29330.0
40671000,4,493000,2465.0
40672000,4,12846000,64230.0
40673000,4,14728000,73640.0
40674000,4,3963000,19815.0
40675000,4,3773000,18865.0
40676000,4,4904000,24520.0
40676000,4,4904000,24520.0
40677000,4,2682000,13410.0
40678000,4,158000,790.0
40679000,4,481000,2405.0
40679000,4,481000,2405.0
40680000,4,2038000,10190.0
40681000,4,1117000,5585.0
40682000,4,2450000,12250.0
40683000,4,1516000,7580.0
40683000,4,1516000,7580.0
40685000,4,2279000,11395.0
40686000,4,2762000,13810.0
40687000,4,2762000,13810.0
40688000,4,2762000,13810.0
40689000,4,2762000,13810.0
40690000,4,2762000,13810.0
40691000,4,5585000,27925.0
40691000,4,5585000,27925.0
40692000,4,5583000,27915.0
40693000,4,9018000,45090.0
40694000,4,204000,1020.0
40695000,4,962000,4810.0
40696000,4,558000,2790.0
40697000,4,2880000,14400.0
40698000,4,3469000,17345.0
40699000,4,950000,4750.0
40700000,4,3425000,17125.0
40701000,4,11738000,58690.0
40702000,4,29485000,147425.0
40703000,4,981000,4905.0
40704000,4,2814000,14070.0
40704000,4,2814000,14070.0
40705000,4,2199000,10995.0
40705000,4,2199000,10995.0
40706000,4,1607000,8035.0
40707000,4,3335000,16675.0
50001000,5,1817000,9085.0
50002000,5,4696000,23480.0
50002000,5,4696000,23480.0
50004000,5,8152000,40760.0
50005000,5,3298000,16490.0
50005000,5,3298000,16490.0
50005000,5,3298000,16490.0
50006000,5,3898000,19490.0
50007000,5,7761000,38805.0
50007000,5,7761000,38805.0
50008000,5,5281000,26405.0
50008000,5,5281000,26405.0
50009000,5,14081000,70405.0
50009001,5,538000,2690.0
50010000,5,998000,4990.0
50011000,5,5866000,29330.0
50011000,5,5866000,29330.0
50012000,5,3977000,19885.0
50013000,5,4283000,21415.0
50014001,5,241000,1205.0
50014002,5,536000,2680.0
50014003,5,135000,675.0
50015000,5,2053000,10265.0
