Codigo,Vereda,Dirección,Avaluo,Predial
30266000,3,SINAI VDA CENTRO,5843000,151040000000000000000000000000
30267000,3,EL DURAZNAL VDA CENTRO,1193000,151040000000000000000000000000
30268000,3,EL ENCENILLO VDA CENTRO,2450000,151040000000000000000000000000
30269000,3,EL CEREZAL VDA CENTRO,1887000,151040000000000000000000000000
30270000,3,EL ALJIBE VDA CENTRO,684000,151040000000000000000000000000
30271000,3,EL SANTURIO VDA CENTRO,409000,151040000000000000000000000000
30272000,3,SAN ANTONIO VDA CENTRO,690000,151040000000000000000000000000
30272000,3,SAN ANTONIO VDA CENTRO,690000,151040000000000000000000000000
30273000,3,EL ALJIBE VDA CENTRO,974000,151040000000000000000000000000
30274000,3,EL DERRUMBE VDA CENTRO,816000,151040000000000000000000000000
30274000,3,EL DERRUMBE VDA CENTRO,816000,151040000000000000000000000000
30274000,3,EL DERRUMBE VDA CENTRO,816000,151040000000000000000000000000
30275000,3,LOS MANZANOS VDA CENTRO,879000,151040000000000000000000000000
30275000,3,LOS MANZANOS VDA CENTRO,879000,151040000000000000000000000000
30275000,3,LOS MANZANOS VDA CENTRO,879000,151040000000000000000000000000
30275000,3,LOS MANZANOS VDA CENTRO,879000,151040000000000000000000000000
30276000,3,LA INEA 2 VDA CENTRO,1132000,151040000000000000000000000000
30276000,3,LA INEA 2 VDA CENTRO,1132000,151040000000000000000000000000
30276000,3,LA INEA 2 VDA CENTRO,1132000,151040000000000000000000000000
30277000,3,Lo 3 VDA CENTRO,1558000,151040000000000000000000000000
30277000,3,Lo 3 VDA CENTRO,1558000,151040000000000000000000000000
30278000,3,BUENAVISTA VDA CENTRO,1522000,151040000000000000000000000000
30279000,3,EL RECUERDO VDA CENTRO,4492000,151040000000000000000000000000
30279000,3,EL RECUERDO VDA CENTRO,4492000,151040000000000000000000000000
30279000,3,EL RECUERDO VDA CENTRO,4492000,151040000000000000000000000000
30279000,3,EL RECUERDO VDA CENTRO,4492000,151040000000000000000000000000
30279000,3,EL RECUERDO VDA CENTRO,4492000,151040000000000000000000000000
30280000,3,LA MANGA VDA CENTRO,1395000,151040000000000000000000000000
30281000,3,PIEDECUESTA VDA CENTRO,1521000,151040000000000000000000000000
30282000,3,BUENOS AIRES VDA CENMTRO,501000,151040000000000000000000000000
30283000,3,SANTA GLADYS VDA CENTRO,1224000,151040000000000000000000000000
30284000,3,EL RECREO VDA CENTRO,1729000,151040000000000000000000000000
30284000,3,EL RECREO VDA CENTRO,1729000,151040000000000000000000000000
30284000,3,EL RECREO VDA CENTRO,1729000,151040000000000000000000000000
30285000,3,EL CHARQUITO VDA CENTRO,1162000,151040000000000000000000000000
30286000,3,LAS LAJAS VDA CENTRO,1623000,151040000000000000000000000000
30286000,3,LAS LAJAS VDA CENTRO,1623000,151040000000000000000000000000
30287000,3,LA ESPERANZA VDA CENTRO,1101000,151040000000000000000000000000
30287000,3,LA ESPERANZA VDA CENTRO,1101000,151040000000000000000000000000
30288000,3,VILLA MARIA VDA CENTRO,1163000,151040000000000000000000000000
30289000,3,EL RECUERDO VDA CENTRO,347000,151040000000000000000000000000
30290000,3,LAS LAJAS VDA CENTRO,536000,151040000000000000000000000000
30290000,3,LAS LAJAS VDA CENTRO,536000,151040000000000000000000000000
30291000,3,XXX VDA CENTRO,167000,151040000000000000000000000000
30292000,3,BUENAVISTA VDA CENTRO,316000,151040000000000000000000000000
30293000,3,NUEVA GRANADA VDA CENTRO,255000,151040000000000000000000000000
30294000,3,LA CAPILLA VDA CENTRO,1667000,151040000000000000000000000000
30294000,3,LA CAPILLA VDA CENTRO,1667000,151040000000000000000000000000
30294000,3,LA CAPILLA VDA CENTRO,1667000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30295000,3,LOTE DE TERRENO VDA CENTRO,1101000,151040000000000000000000000000
30296000,3,LA ESMERALDA VDA CENTRO,4088000,151040000000000000000000000000
30296000,3,LA ESMERALDA VDA CENTRO,4088000,151040000000000000000000000000
30297000,3,XXX VDA CENTRO,943000,151040000000000000000000000000
30297000,3,XXX VDA CENTRO,943000,151040000000000000000000000000
30298000,3,SANTA ROSITA VDA CENTRO,2234000,151040000000000000000000000000
30299000,3,EL CEDRO VDA CENTRO,599000,151040000000000000000000000000
30299000,3,EL CEDRO VDA CENTRO,599000,151040000000000000000000000000
30300000,3,LA HUERTA VDA CENTRO,2357000,151040000000000000000000000000
30300000,3,LA HUERTA VDA CENTRO,2357000,151040000000000000000000000000
30300000,3,LA HUERTA VDA CENTRO,2357000,151040000000000000000000000000
30300000,3,LA HUERTA VDA CENTRO,2357000,151040000000000000000000000000
30300000,3,LA HUERTA VDA CENTRO,2357000,151040000000000000000000000000
30300000,3,LA HUERTA VDA CENTRO,2357000,151040000000000000000000000000
30300000,3,LA HUERTA VDA CENTRO,2357000,151040000000000000000000000000
30301000,3,EL BOSQUE VDA CENTRO,1980000,151040000000000000000000000000
30302000,3,EL DERRUMBE VDA CENTRO,2865000,151040000000000000000000000000
30302000,3,EL DERRUMBE VDA CENTRO,2865000,151040000000000000000000000000
30302000,3,EL DERRUMBE VDA CENTRO,2865000,151040000000000000000000000000
30303000,3,XXX VDA CENTRO,145000,151040000000000000000000000000
30304000,3,XXX VDA CENTRO,1860000,151040000000000000000000000000
30305000,3,LAS BRISAS VDA CENTRO,6267000,151040000000000000000000000000
30305000,3,LAS BRISAS VDA CENTRO,6267000,151040000000000000000000000000
30305000,3,LAS BRISAS VDA CENTRO,6267000,151040000000000000000000000000
30305000,3,LAS BRISAS VDA CENTRO,6267000,151040000000000000000000000000
30306000,3,SAN MARTIN VDA CENTRO,1193000,151040000000000000000000000000
30307000,3,SANTA ELENA VDA CENTRO,1415000,151040000000000000000000000000
30308000,3,SANTO DOMINGO VDA CENTRO,15370000,151040000000000000000000000000
30309000,3,SAN CAYETANO VDA CENTRO,568000,151040000000000000000000000000
30310000,3,EL CEREZO VDA CENTRO,723000,151040000000000000000000000000
30311000,3,BUENAVISTA VDA CENTRO,1286000,151040000000000000000000000000
30312000,3,EL MANATIAL VDA CENTRO,6239000,151040000000000000000000000000
30312000,3,EL MANATIAL VDA CENTRO,6239000,151040000000000000000000000000
30313000,3,EL VALLE VDA CENTRO,2939000,151040000000000000000000000000
30313000,3,EL VALLE VDA CENTRO,2939000,151040000000000000000000000000
30313000,3,EL VALLE VDA CENTRO,2939000,151040000000000000000000000000
30313000,3,EL VALLE VDA CENTRO,2939000,151040000000000000000000000000
30313000,3,EL VALLE VDA CENTRO,2939000,151040000000000000000000000000
30314000,3,EL DURAZNAL VDA CENTRO,160000,151040000000000000000000000000
30315000,3,LA UNION VDA CENTRO,172000,151040000000000000000000000000
30316000,3,LA LOMA VDA CENTRO,573000,151040000000000000000000000000
30317000,3,EL DURAZNO VDA CENTRO,236000,151040000000000000000000000000
30317000,3,EL DURAZNO VDA CENTRO,236000,151040000000000000000000000000
30318000,3,SANTA ROSITA VDA CENTRO,4766000,151040000000000000000000000000
30318000,3,SANTA ROSITA VDA CENTRO,4766000,151040000000000000000000000000
30320000,3,EL CENTRO VDA CEDNTRO,551000,151040000000000000000000000000
30321000,3,CUARTILLO VDA CENTRO,236000,151040000000000000000000000000
30321000,3,CUARTILLO VDA CENTRO,236000,151040000000000000000000000000
30322000,3,ARBOLOCO VDA CENTRO,536000,151040000000000000000000000000
30323000,3,EL CERECITO VDA CENTRO,448000,151040000000000000000000000000
30324000,3,EL SECRETO VDA CENTRO,421000,151040000000000000000000000000
30324000,3,EL SECRETO VDA CENTRO,421000,151040000000000000000000000000
30325000,3,XXX VDA CENTRO,2042000,151040000000000000000000000000
30326000,3,EL PLACER VDA CENTRO,2650000,151040000000000000000000000000
30326000,3,EL PLACER VDA CENTRO,2650000,151040000000000000000000000000
30327000,3,EL ALJIBE VDA CENTRO,1383000,151040000000000000000000000000
30327000,3,EL ALJIBE VDA CENTRO,1383000,151040000000000000000000000000
30328000,3,EL PEDREGAL VDA CENTRO,1428000,151040000000000000000000000000
30329000,3,EL ALJIBE VDA CENTRO,1101000,151040000000000000000000000000
30330000,3,AL ALJIBE VDA CENTRO,1236000,151040000000000000000000000000
30331000,3,EL MANZANO VDA CENTRO,536000,151040000000000000000000000000
30332000,3,LA LOMA VDA CENTRO,3775000,151040000000000000000000000000
30333000,3,SAN ANTONIO VDA CENTRO,1822000,151040000000000000000000000000
30333000,3,SAN ANTONIO VDA CENTRO,1822000,151040000000000000000000000000
30334000,3,SAN ANTONIO VDA CENTRO,3404000,151040000000000000000000000000
30335000,3,EL GUAMO VDA CENTRO,2398000,151040000000000000000000000000
30335000,3,EL GUAMO VDA CENTRO,2398000,151040000000000000000000000000
30336000,3,BUENOS AIRES VDA CENTRO,3469000,151040000000000000000000000000
30337000,3,XXX VDA CENTRO,787000,151040000000000000000000000000
30338000,3,BUENA VISTA VDA CENTRO,1790000,151040000000000000000000000000
30338000,3,BUENA VISTA VDA CENTRO,1790000,151040000000000000000000000000
30339000,3,LA LAGUNA VDA CENTRO,879000,151040000000000000000000000000
30340000,3,EL PINO VDA CENTRO,2006000,151040000000000000000000000000
30340000,3,EL PINO VDA CENTRO,2006000,151040000000000000000000000000
30340000,3,EL PINO VDA CENTRO,2006000,151040000000000000000000000000
30340000,3,EL PINO VDA CENTRO,2006000,151040000000000000000000000000
30340000,3,EL PINO VDA CENTRO,2006000,151040000000000000000000000000
30341000,3,EL ALJIBE VDA CENTRO,11471000,151040000000000000000000000000
30341000,3,EL ALJIBE VDA CENTRO,11471000,151040000000000000000000000000
30342000,3,EL CEDRO VDA CENTRO,2071000,151040000000000000000000000000
30342000,3,EL CEDRO VDA CENTRO,2071000,151040000000000000000000000000
30343000,3,SAN ANTONIO VDA CENTRO,2225000,151040000000000000000000000000
30343000,3,SAN ANTONIO VDA CENTRO,2225000,151040000000000000000000000000
30344000,3,EL ALISO VDA CENTRO,3719000,151040000000000000000000000000
30345000,3,LOTE 1 VDA CENTRO,3277000,151040000000000000000000000000
30346000,3,GIRARDOT VDA CENTRO,1416000,151040000000000000000000000000
30347000,3,EL PINO VDA CENTRO,7830000,151040000000000000000000000000
30348000,3,BUENOS AIRES VDA CENTRO,682000,151040000000000000000000000000
30349000,3,EL ALJIBE VDA CENTRO,3161000,151040000000000000000000000000
30350000,3,ALJIBE VDA CENTRO,16349000,151040000000000000000000000000
30350000,3,ALJIBE VDA CENTRO,16349000,151040000000000000000000000000
30351000,3,MONSERRATE VDA CENTRO,1040000,151040000000000000000000000000
30352000,3,LA CANDELARIA VDA CENTRO,1040000,151040000000000000000000000000
30353000,3,XXX VDA CENTRO,943000,151040000000000000000000000000
30354000,3,EL PLACER VDA CENTRO,4160000,151040000000000000000000000000
30354000,3,EL PLACER VDA CENTRO,4160000,151040000000000000000000000000
30355000,3,XXX VDA CENTRO,2829000,151040000000000000000000000000
30356000,3,LA PLAYA VDA CENTRO,1667000,151040000000000000000000000000
30357000,3,EL TUNAL VDA CENTRO,2546000,151040000000000000000000000000
30357000,3,EL TUNAL VDA CENTRO,2546000,151040000000000000000000000000
30357000,3,EL TUNAL VDA CENTRO,2546000,151040000000000000000000000000
30358000,3,LOS COROZALEZ VDA CENTRO,1951000,151040000000000000000000000000
30358000,3,LOS COROZALEZ VDA CENTRO,1951000,151040000000000000000000000000
30358000,3,LOS COROZALEZ VDA CENTRO,1951000,151040000000000000000000000000
30358000,3,LOS COROZALEZ VDA CENTRO,1951000,151040000000000000000000000000
30359000,3,EL ENCENILLAL VDA CENTRO,2262000,151040000000000000000000000000
30359000,3,EL ENCENILLAL VDA CENTRO,2262000,151040000000000000000000000000
30359000,3,EL ENCENILLAL VDA CENTRO,2262000,151040000000000000000000000000
30360000,3,BUENAVISTA VDA CENTRO,2042000,151040000000000000000000000000
30361000,3,EL PINO VDA CENTRO,1318000,151040000000000000000000000000
30362000,3,TERRENO VDA CENTRO,3822000,151040000000000000000000000000
30363000,3,BUENOS AIRES VDA CENTRO,4399000,151040000000000000000000000000
30364000,3,EL CEREZO VDA CENTRO,1525000,151040000000000000000000000000
30364000,3,EL CEREZO VDA CENTRO,1525000,151040000000000000000000000000
30365000,3,ALJIBE VDA CENTRO,1492000,151040000000000000000000000000
30366000,3,LA ESPERANZA VDA CENTRO,331000,151040000000000000000000000000
30366000,3,LA ESPERANZA VDA CENTRO,331000,151040000000000000000000000000
30367000,3,EL PORVENIR VDA CENTRO,1153000,151040000000000000000000000000
30368000,3,EL ENCANTO VDA CENTRO,2923000,151040000000000000000000000000
30368000,3,EL ENCANTO VDA CENTRO,2923000,151040000000000000000000000000
30371000,3,EL CHIRCAL VDA CENTRO,12468000,151040000000000000000000000000
30371000,3,EL CHIRCAL VDA CENTRO,12468000,151040000000000000000000000000
30372000,3,LA ESPERANZA VDA CENTRO,2931000,151040000000000000000000000000
30372000,3,LA ESPERANZA VDA CENTRO,2931000,151040000000000000000000000000
30373000,3,EL ARRAYAN VDA CENTRO,586000,151040000000000000000000000000
30374000,3,SIMITARRA VDA CENTRO,645000,151040000000000000000000000000
30378000,3,AUSTRALIA VDA CENTRO,765000,151040000000000000000000000000
30378000,3,AUSTRALIA VDA CENTRO,765000,151040000000000000000000000000
30378000,3,AUSTRALIA VDA CENTRO,765000,151040000000000000000000000000
30378000,3,AUSTRALIA VDA CENTRO,765000,151040000000000000000000000000
30379000,3,EL DURAZNO VDA CENTRO,705000,151040000000000000000000000000
30381000,3,EL CONSUELO VDA CENTRO,645000,151040000000000000000000000000
30381000,3,EL CONSUELO VDA CENTRO,645000,151040000000000000000000000000
30382000,3,LA LAGUNA VDA CENTRO,645000,151040000000000000000000000000
30382000,3,LA LAGUNA VDA CENTRO,645000,151040000000000000000000000000
30383000,3,EL RECUERDO VDA CENTRO,930000,151040000000000000000000000000
30384000,3,EL RECUERDO VDA CENTRO,940000,151040000000000000000000000000
30384000,3,EL RECUERDO VDA CENTRO,940000,151040000000000000000000000000
30386000,3,BISCOCHO VDA CENTRO,3108000,151040000000000000000000000000
30387000,3,EL CARRIZO VDA CENTRO,525000,151040000000000000000000000000
30389000,3,LOTE DE TERRENO VDA CENTRO,10182000,151040000000000000000000000000
30390000,3,EL ESPINO VDA CENTRO,717000,151040000000000000000000000000
30390000,3,EL ESPINO VDA CENTRO,717000,151040000000000000000000000000
30390000,3,EL ESPINO VDA CENTRO,717000,151040000000000000000000000000
30391000,3,MONSERRATE VDA CENTRO,13810000,151040000000000000000000000000
30392000,3,EL PENERO VDA CENTRO,7166000,151040000000000000000000000000
30393000,3,LOTE BUENAVISTA VDA CENTRO,6185000,151040000000000000000000000000
30394000,3,EL CEREZO VDA CENTRO,8676000,151040000000000000000000000000
30395000,3,LA LADERA VDA CENTRO,5621000,151040000000000000000000000000
30396000,3,LA ESPERANZA VDA CENTRO,5206000,151040000000000000000000000000
30397000,3,LOS ARRAYANES VDA CENTRO,5451000,151040000000000000000000000000
30398000,3,EL PIEDRON VDA CENTRO,6455000,151040000000000000000000000000
30398000,3,EL PIEDRON VDA CENTRO,6455000,151040000000000000000000000000
30399000,3,SANTA BARBARA VDA CENTRO,9032000,151040000000000000000000000000
30400000,3,SANTA ROSA VDA CENTRO,17782000,151040000000000000000000000000
30400000,3,SANTA ROSA VDA CENTRO,17782000,151040000000000000000000000000
30401000,3,EL TRIUNFO VDA CENTRO,16427000,151040000000000000000000000000
30402000,3,DUITAMA VDA CENTRO,15757000,151040000000000000000000000000
30403000,3,SAN ANTONIO VDA CENTRO,4870000,151040000000000000000000000000
30403000,3,SAN ANTONIO VDA CENTRO,4870000,151040000000000000000000000000
30404000,3,JERICO VDA CENTRO,15339000,151040000000000000000000000000
30405000,3,SAN JOSE VDA CENTRO,24475000,151040000000000000000000000000
30405000,3,SAN JOSE VDA CENTRO,24475000,151040000000000000000000000000
30405000,3,SAN JOSE VDA CENTRO,24475000,151040000000000000000000000000
30405000,3,SAN JOSE VDA CENTRO,24475000,151040000000000000000000000000
30406000,3,LA ESMERALDA VDA CENTRO,8088000,151040000000000000000000000000
30407000,3,BUENAVISTA VDA CENTRO,7807000,151040000000000000000000000000
30408000,3,EL CEREZO VDA CENTRO,7192000,151040000000000000000000000000
30409000,3,EL PARAISO VDA CENTRO,13829000,151040000000000000000000000000
30409000,3,EL PARAISO VDA CENTRO,13829000,151040000000000000000000000000
30409000,3,EL PARAISO VDA CENTRO,13829000,151040000000000000000000000000
30409000,3,EL PARAISO VDA CENTRO,13829000,151040000000000000000000000000
30410000,3,EL EMPEDRADO VDA CENTRO,19362000,151040000000000000000000000000
30410000,3,EL EMPEDRADO VDA CENTRO,19362000,151040000000000000000000000000
30411000,3,EL PANTANO VDA CENTRO,19570000,151040000000000000000000000000
30412000,3,EL PANTANO VDA CENTRO,12519000,151040000000000000000000000000
30413000,3,LOS LAMEDEROS VDA CENTRO,34575000,151040000000000000000000000000
30413000,3,LOS LAMEDEROS VDA CENTRO,34575000,151040000000000000000000000000
30414000,3,ALTAMIRA VDA CENTRO,13247000,151040000000000000000000000000
30414000,3,ALTAMIRA VDA CENTRO,13247000,151040000000000000000000000000
30414000,3,ALTAMIRA VDA CENTRO,13247000,151040000000000000000000000000
30415000,3,EL PARAISO VDA CENTRO,13497000,151040000000000000000000000000
30416000,3,PIEDRA GORDA VDA CENTRO,998000,151040000000000000000000000000
30418000,3,EL ESPINO VDA CENTRO,1645000,151040000000000000000000000000
30418000,3,EL ESPINO VDA CENTRO,1645000,151040000000000000000000000000
30419000,3,EL SECRETO VDA CENTRO,242000,151040000000000000000000000000
30420000,3,EL BOSQUE VDA CENTRO,1831000,151040000000000000000000000000
30420000,3,EL BOSQUE VDA CENTRO,1831000,151040000000000000000000000000
30422000,3,EL ROSARIO VDA CENTRO,1244000,151040000000000000000000000000
30422000,3,EL ROSARIO VDA CENTRO,1244000,151040000000000000000000000000
30422000,3,EL ROSARIO VDA CENTRO,1244000,151040000000000000000000000000
30423000,3,SAN PEDRO VDA CENTRO,1409000,151040000000000000000000000000
30423000,3,SAN PEDRO VDA CENTRO,1409000,151040000000000000000000000000
30424000,3,EL ALJIBE VDA CENTRO,553000,151040000000000000000000000000
30425000,3,LOTE VDA CENTRO,2000000,151040000000000000000000000000
30425000,3,LOTE VDA CENTRO,2000000,151040000000000000000000000000
30426000,3,LA CAPILLA VDA CENTRO,1622000,151040000000000000000000000000
30426000,3,LA CAPILLA VDA CENTRO,1622000,151040000000000000000000000000
30426000,3,LA CAPILLA VDA CENTRO,1622000,151040000000000000000000000000
30427000,3,SAN AGUSTIN VDA CENTRO,2753000,151040000000000000000000000000
30428000,3,SANTA ISABEL VDA CENTRO,10028000,151040000000000000000000000000
30429000,3,EL EDEN VDA CENTRO,12992000,151040000000000000000000000000
30430000,3,SANTA CECILIA VDA CENTRO,1879000,151040000000000000000000000000
30430000,3,SANTA CECILIA VDA CENTRO,1879000,151040000000000000000000000000
30431000,3,LA PALMA VDA CENTRO,11288000,151040000000000000000000000000
30432000,3,EL REGALO VDA CENTRO,804000,151040000000000000000000000000
30432000,3,EL REGALO VDA CENTRO,804000,151040000000000000000000000000
30432000,3,EL REGALO VDA CENTRO,804000,151040000000000000000000000000
30433000,3,EL PINO VDA CENTRO,1980000,151040000000000000000000000000
30433000,3,EL PINO VDA CENTRO,1980000,151040000000000000000000000000
30433000,3,EL PINO VDA CENTRO,1980000,151040000000000000000000000000
30434000,3,BELLO HORIZONTE VDA CENTRO,3886000,151040000000000000000000000000
30435000,3,EL ESPINO VDA CENTRO,955000,151040000000000000000000000000
30436000,3,EL GUAMO VDA CENTRO,1213000,151040000000000000000000000000
30437000,3,LA PRADERA VDA CENTRO,1469000,151040000000000000000000000000
30438000,3,SAN JOSE VDA CENTRO,2931000,151040000000000000000000000000
30439000,3,SANTA MARTHA VDA CENTRO,2814000,151040000000000000000000000000
30440000,3,EL DIAMANTE VDA CENTRO,2228000,151040000000000000000000000000
30441000,3,EL GIRON VDA CENTRO,705000,151040000000000000000000000000
30441000,3,EL GIRON VDA CENTRO,705000,151040000000000000000000000000
30442000,3,EL UVO VDA CENTRO,2228000,151040000000000000000000000000
30443000,3,LA PLAYA VDA CENTRO,3286000,151040000000000000000000000000
30443000,3,LA PLAYA VDA CENTRO,3286000,151040000000000000000000000000
30443000,3,LA PLAYA VDA CENTRO,3286000,151040000000000000000000000000
30445000,3,LA PRADERA VDA CENTRO,5577000,151040000000000000000000000000
30446000,3,EL RECUERDO VDA CENTRO,2262000,151040000000000000000000000000
30448000,3,EL PINO VDA CENTRO,1056000,151040000000000000000000000000
30449000,3,EL DURAZNO VDA CENTRO,762000,151040000000000000000000000000
30452000,3,EL TRIUNFO VDA CENTRO,2789000,151040000000000000000000000000
30452000,3,EL TRIUNFO VDA CENTRO,2789000,151040000000000000000000000000
30454000,3,GIRARDOT VDA CENTRO,1173000,151040000000000000000000000000
30455000,3,LA MOYA VDA CENTRO,1055000,151040000000000000000000000000
30455000,3,LA MOYA VDA CENTRO,1055000,151040000000000000000000000000
30455000,3,LA MOYA VDA CENTRO,1055000,151040000000000000000000000000
30455000,3,LA MOYA VDA CENTRO,1055000,151040000000000000000000000000
30457000,3,SAN MARTIN VDA CENTRO,1687000,151040000000000000000000000000
30458000,3,EL RINCONCITO VDA CENTRO,568000,151040000000000000000000000000
30460000,3,EL ARRAYAN VDA CENTRO,2274000,151040000000000000000000000000
30461000,3,EL RECUERDO VDA CENTRO,2343000,151040000000000000000000000000
30462000,3,SERVIDUMBRE VDA CENTRO,271000,151040000000000000000000000000
30463000,3,EL RECUERDO VDA CENTRO,3353000,151040000000000000000000000000
30464000,3,PICACHO VDA CENTRO,18983000,151040000000000000000000000000
30465000,3,XXX VDA CENTRO,1214000,151040000000000000000000000000
30466000,3,EL SALITRE VDA CENTRO,1214000,151040000000000000000000000000
30467000,3,EL VALLE VDA CENTRO,2275000,151040000000000000000000000000
30468000,3,CANABRAVA VDA CENTRO,1879000,151040000000000000000000000000
30469000,3,XXX VDA CENTRO,661000,151040000000000000000000000000
30470000,3,XXX VDA CENTRO,1023000,151040000000000000000000000000
30471000,3,EL ENCANTO VDA CENTRO,879000,151040000000000000000000000000
30472000,3,XXX VDA CENTRO,1409000,151040000000000000000000000000
30472000,3,XXX VDA CENTRO,1409000,151040000000000000000000000000
30472000,3,XXX VDA CENTRO,1409000,151040000000000000000000000000
30473000,3,EL SALITRE VDA CENTRO,7038000,151040000000000000000000000000
30474000,3,EL CHIRCAL VDA CENTRO,1687000,151040000000000000000000000000
30475000,3,LA RAMADA DE MIS ABUELOS VDA CENTRO,2343000,151040000000000000000000000000
30476000,3,LOTE 1 VDA CENTRO,1168000,151040000000000000000000000000
30477000,3,LOTE 2 VDA CENTRO,2183000,151040000000000000000000000000
30478000,3,LA PRIMAVERA VDA CENTRO,3609000,151040000000000000000000000000
30478000,3,LA PRIMAVERA VDA CENTRO,3609000,151040000000000000000000000000
30480000,3,Lo 1 VDA CENTRO,10924000,151040000000000000000000000000
30481000,3,LOTE 2 VDA CENTRO,859000,151040000000000000000000000000
30482000,3,LOTE 3 VDA CENTRO,3563000,151040000000000000000000000000
30483000,3,EL ESPINO VDA CENTRO,1433000,151040000000000000000000000000
30484000,3,LOTE SALDO VDA CENTRO,36028000,151040000000000000000000000000
30484000,3,LOTE SALDO VDA CENTRO,36028000,151040000000000000000000000000
30484000,3,LOTE SALDO VDA CENTRO,36028000,151040000000000000000000000000
30484000,3,LOTE SALDO VDA CENTRO,36028000,151040000000000000000000000000
30484000,3,LOTE SALDO VDA CENTRO,36028000,151040000000000000000000000000
30484000,3,LOTE SALDO VDA CENTRO,36028000,151040000000000000000000000000
30484000,3,LOTE SALDO VDA CENTRO,36028000,151040000000000000000000000000
30485000,3,LA PROVIDENCIA VDA CENTRO,1613000,151040000000000000000000000000
30485000,3,LA PROVIDENCIA VDA CENTRO,1613000,151040000000000000000000000000
30486000,3,LOS CEREZOS VDA CENTRO,1381000,151040000000000000000000000000
30487000,3,XXX VDA CENTRO,1381000,151040000000000000000000000000
30489000,3,RANCHO VIEJO VDA CENTRO,4404000,151040000000000000000000000000
30489000,3,RANCHO VIEJO VDA CENTRO,4404000,151040000000000000000000000000
30490000,3,LOTE DOS VDA CENTRO   O,231000,151040000000000000000000000000
30491000,3,LOTE TRES VDA CENTRO,231000,151040000000000000000000000000
30492000,3,LOTE CUATRO VDA CENTRO,231000,151040000000000000000000000000
30493000,3,LOTE 5 VDA CENTRO,178000,151040000000000000000000000000
30494000,3,LOTE 6 VDA CENTRO,231000,151040000000000000000000000000
30495000,3,Lo 7 VDA CENTRO,231000,151040000000000000000000000000
30496000,3,LOTE 8 VDA CENTRO,231000,151040000000000000000000000000
30497000,3,LOTE 9 VDA CENTRO,231000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30498000,3,LOTE DIEZ VDA CENTRO,751000,151040000000000000000000000000
30499000,3,CANA BRAVA VDA CENTRO,409000,151040000000000000000000000000
30499000,3,CANA BRAVA VDA CENTRO,409000,151040000000000000000000000000
30499000,3,CANA BRAVA VDA CENTRO,409000,151040000000000000000000000000
30500000,3,EL PLACER VDA CENTRO,472000,151040000000000000000000000000
30500000,3,EL PLACER VDA CENTRO,472000,151040000000000000000000000000
30500000,3,EL PLACER VDA CENTRO,472000,151040000000000000000000000000
30501000,3,LOTE UNO VDA CENTRO,231000,151040000000000000000000000000
30502000,3,CANA BRAVA VDA CENTRO,2114000,151040000000000000000000000000
30502000,3,CANA BRAVA VDA CENTRO,2114000,151040000000000000000000000000
30503000,3,EL PANTANO VDA CENTRO,871000,151040000000000000000000000000
30504000,3,Lo 12 VDA CENTRO,2421000,151040000000000000000000000000
30504000,3,Lo 12 VDA CENTRO,2421000,151040000000000000000000000000
30505000,3,Lo 13 VDA CENTRO,2201000,151040000000000000000000000000
30505000,3,Lo 13 VDA CENTRO,2201000,151040000000000000000000000000
30506000,3,EL CAMPAMENTO VDA CENTRO,1102000,151040000000000000000000000000
30507000,3,EL MONASTERIO VDA CENTRO,1304000,151040000000000000000000000000
30507000,3,EL MONASTERIO VDA CENTRO,1304000,151040000000000000000000000000
30508000,3,SANTA ROSA VDA CENTRO,4376000,151040000000000000000000000000
30513000,3,XXX VDA CENTRO,871000,151040000000000000000000000000
30514000,3,EL PORVENIR VDA CENTRO,1204000,151040000000000000000000000000
30514000,3,EL PORVENIR VDA CENTRO,1204000,151040000000000000000000000000
30515000,3,XXX VDA CENTRO,1101000,151040000000000000000000000000
