Codigo,Vereda,Dirección,Avaluo,Predial
61002000,6,LOTE 6 VDA PACHAQUIRA,3390000,151040000000000000000000000000
61003000,6,LOTE EL EUCALIPTUS VDA PACHAQUIRA,1375000,151040000000000000000000000000
61004000,6,LOTE EL PINO VDA PACHAQUIRA,1375000,151040000000000000000000000000
61005000,6,LOTE EL GUAMO VDA PACHAQUIRA,1377000,151040000000000000000000000000
61006000,6,LOTE DE TERRENO VDA PACHAQUIRA,649000,151040000000000000000000000000
61007000,6,EL DESIERTO VDA PACHAQUIRA,1144000,151040000000000000000000000000
61008000,6,LOTE LA PROMESA VDA PACHAQUIRA,808000,151040000000000000000000000000
70001000,7,SAN PEDRO VDA SIRAQUITA,23609000,151040000000000000000000000000
70002000,7,BUENAVISTA VDA SIRAQUITA,20326000,151040000000000000000000000000
70002000,7,BUENAVISTA VDA SIRAQUITA,20326000,151040000000000000000000000000
70003000,7,LA LLANADA VDA SIRAQUITA,4023000,151040000000000000000000000000
70004000,7,PUERTO RICO VDA SIRAQUITA,4483000,151040000000000000000000000000
70005000,7,SAN ANTONIO VDA SIRAQUITA,3220000,151040000000000000000000000000
70006000,7,PUERTO COLON VDA SIRAQUITA,19055000,151040000000000000000000000000
70006000,7,PUERTO COLON VDA SIRAQUITA,19055000,151040000000000000000000000000
70007000,7,LA ESPERANZA VDA SIRAQUITA,8718000,151040000000000000000000000000
70008000,7,LA CUADRA VDA SIRAQUITA,8843000,151040000000000000000000000000
70009000,7,XXX VDA SIRAQUITA,11397000,151040000000000000000000000000
70009000,7,XXX VDA SIRAQUITA,11397000,151040000000000000000000000000
70010000,7,EL TRIANGULO VDA SIRAQUITA,1879000,151040000000000000000000000000
70010000,7,EL TRIANGULO VDA SIRAQUITA,1879000,151040000000000000000000000000
70011000,7,LA CUADRA VDA SIRAQUITA,3687000,151040000000000000000000000000
70011000,7,LA CUADRA VDA SIRAQUITA,3687000,151040000000000000000000000000
70012000,7,EL REGALO VDA SIRAQUITA,2682000,151040000000000000000000000000
70012000,7,EL REGALO VDA SIRAQUITA,2682000,151040000000000000000000000000
70013000,7,SAN PEDRO VDA SIRAQUITA,13533000,151040000000000000000000000000
70013000,7,SAN PEDRO VDA SIRAQUITA,13533000,151040000000000000000000000000
70013000,7,SAN PEDRO VDA SIRAQUITA,13533000,151040000000000000000000000000
70014000,7,LOS MANZANOS VDA SIRAQUITA,1879000,151040000000000000000000000000
70015000,7,BUENAVISTA VDA SIRAQUITA,3353000,151040000000000000000000000000
70016000,7,SAN JOSE VDA SIRAQUITA,6106000,151040000000000000000000000000
70017000,7,EL PUERTO VDA SIRAQUITA,3418000,151040000000000000000000000000
70018000,7,LA PRIMAVERA VDA SIRAQUITA,4023000,151040000000000000000000000000
70018000,7,LA PRIMAVERA VDA SIRAQUITA,4023000,151040000000000000000000000000
70018000,7,LA PRIMAVERA VDA SIRAQUITA,4023000,151040000000000000000000000000
70019000,7,LOS PINITOS VDA SIRAQUITA,22182000,151040000000000000000000000000
70020000,7,ESCUELA VDA SIRAQUITA,6616000,151040000000000000000000000000
70021000,7,EL REGALITO VDA SIRAQUITA,4696000,151040000000000000000000000000
70022000,7,LA ESPERANZA VDA SIRAQUITA,4799000,151040000000000000000000000000
70023000,7,SAN ANTONIO VDA SIRAQUITA,1663000,151040000000000000000000000000
70023000,7,SAN ANTONIO VDA SIRAQUITA,1663000,151040000000000000000000000000
70023000,7,SAN ANTONIO VDA SIRAQUITA,1663000,151040000000000000000000000000
70024000,7,EL MIRADOR VDA SIRAQUITA,3247000,151040000000000000000000000000
70025000,7,SAN JOSE VDA SIRAQUITA,3349000,151040000000000000000000000000
70025000,7,SAN JOSE VDA SIRAQUITA,3349000,151040000000000000000000000000
70026000,7,EL PORVENIR VDA SIRAQUITA,2837000,151040000000000000000000000000
70026000,7,EL PORVENIR VDA SIRAQUITA,2837000,151040000000000000000000000000
70026000,7,EL PORVENIR VDA SIRAQUITA,2837000,151040000000000000000000000000
70027000,7,LO # 2 VDA SIRAQUITA,14564000,151040000000000000000000000000
70028000,7,EL ENGANO VDA SIRAQUITA,7442000,151040000000000000000000000000
70028000,7,EL ENGANO VDA SIRAQUITA,7442000,151040000000000000000000000000
70028000,7,EL ENGANO VDA SIRAQUITA,7442000,151040000000000000000000000000
70028000,7,EL ENGANO VDA SIRAQUITA,7442000,151040000000000000000000000000
70029000,7,LOS ALJIBES  VDA SIRAQUITA,4535000,151040000000000000000000000000
70030000,7,LA VEGUITA VDA SIRAQUITA,12676000,151040000000000000000000000000
70030000,7,LA VEGUITA VDA SIRAQUITA,12676000,151040000000000000000000000000
70030000,7,LA VEGUITA VDA SIRAQUITA,12676000,151040000000000000000000000000
70030000,7,LA VEGUITA VDA SIRAQUITA,12676000,151040000000000000000000000000
70030000,7,LA VEGUITA VDA SIRAQUITA,12676000,151040000000000000000000000000
70031000,7,EL ENGANO VDA SIRAQUITA,9053000,151040000000000000000000000000
70031000,7,EL ENGANO VDA SIRAQUITA,9053000,151040000000000000000000000000
70032000,7,BUENAVISTA VDA SIRAQUITA,3275000,151040000000000000000000000000
70033000,7,LAS MONITAS VDA SIRAQUITA,1128000,151040000000000000000000000000
70034000,7,LAS CRUCES VDA SIRAQUITA,754000,151040000000000000000000000000
70035000,7,EL CRUCERO VDA SIRAQUITA,1879000,151040000000000000000000000000
70036000,7,EL CEREZO VDA SIRAQUIRA,13272000,151040000000000000000000000000
70037000,7,LA ESPERANZA VDA SIRAQUITA,2639000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70038000,7,NARANJAL  VDA SIRAQUITA,20268000,151040000000000000000000000000
70040000,7,EL MANZANO VDA SIRAQUITA,9659000,151040000000000000000000000000
70040000,7,EL MANZANO VDA SIRAQUITA,9659000,151040000000000000000000000000
70040000,7,EL MANZANO VDA SIRAQUITA,9659000,151040000000000000000000000000
70040000,7,EL MANZANO VDA SIRAQUITA,9659000,151040000000000000000000000000
70040000,7,EL MANZANO VDA SIRAQUITA,9659000,151040000000000000000000000000
70040000,7,EL MANZANO VDA SIRAQUITA,9659000,151040000000000000000000000000
70041000,7,EL PEDREGAL VDA SIRAQUITA,3508000,151040000000000000000000000000
70042000,7,LA UNION VDA SIRAQUIRA,5281000,151040000000000000000000000000
70042000,7,LA UNION VDA SIRAQUIRA,5281000,151040000000000000000000000000
70043000,7,EL SANTUARIO VDA SIRAQUITA,10139000,151040000000000000000000000000
70043000,7,EL SANTUARIO VDA SIRAQUITA,10139000,151040000000000000000000000000
70043000,7,EL SANTUARIO VDA SIRAQUITA,10139000,151040000000000000000000000000
70044000,7,XXX VDA SIRAQUITA,943000,151040000000000000000000000000
70045000,7,LAS CANADAS VDA SIRAQUITA,4191000,151040000000000000000000000000
70046000,7,EL ENCANTO VDA SIRAQUITA,1509000,151040000000000000000000000000
70047000,7,EL TRIUNFO VDA SIRAQUITA,12069000,151040000000000000000000000000
70048000,7,SANTA TERESA VDA SIRAQUITA,1622000,151040000000000000000000000000
70048000,7,SANTA TERESA VDA SIRAQUITA,1622000,151040000000000000000000000000
70049000,7,TIERRAGRATA VDA SIRAQUITA,6036000,151040000000000000000000000000
70050000,7,TIERRAGRATA VDA SIRAQUITA,3584000,151040000000000000000000000000
70051000,7,EL MANZANO VDA SIRAQUITA,4300000,151040000000000000000000000000
70051000,7,EL MANZANO VDA SIRAQUITA,4300000,151040000000000000000000000000
70051000,7,EL MANZANO VDA SIRAQUITA,4300000,151040000000000000000000000000
70051000,7,EL MANZANO VDA SIRAQUITA,4300000,151040000000000000000000000000
70052000,7,ENDRINAL VDA SIRAQUITA,3980000,151040000000000000000000000000
70053000,7,TIERRAGRATA VDA SIRAQUITA,45640000,151040000000000000000000000000
70053000,7,TIERRAGRATA VDA SIRAQUITA,45640000,151040000000000000000000000000
70053000,7,TIERRAGRATA VDA SIRAQUITA,45640000,151040000000000000000000000000
70053000,7,TIERRAGRATA VDA SIRAQUITA,45640000,151040000000000000000000000000
70053000,7,TIERRAGRATA VDA SIRAQUITA,45640000,151040000000000000000000000000
70055000,7,LAS MARGARITAS VDA SIRAQUITA,943000,151040000000000000000000000000
70055000,7,LAS MARGARITAS VDA SIRAQUITA,943000,151040000000000000000000000000
70056000,7,SAN RAFAEL VDA SIRAQUITA,1364000,151040000000000000000000000000
70057000,7,EL GUAMO VDA SIRAQUITA,11695000,151040000000000000000000000000
70058000,7,EL PINO VDA SIRAQUITA,1242000,151040000000000000000000000000
70058000,7,EL PINO VDA SIRAQUITA,1242000,151040000000000000000000000000
70059000,7,EL RECUERDO VDA SIRAQUITA,943000,151040000000000000000000000000
70060000,7,LA UNION VDA SIRAQUITA,1342000,151040000000000000000000000000
70061000,7,EL RINCON VDA SIRAQUITA,2816000,151040000000000000000000000000
70062000,7,LA LAGUNA VDA SIRAQUITA,4073000,151040000000000000000000000000
70062000,7,LA LAGUNA VDA SIRAQUITA,4073000,151040000000000000000000000000
70062000,7,LA LAGUNA VDA SIRAQUITA,4073000,151040000000000000000000000000
70062000,7,LA LAGUNA VDA SIRAQUITA,4073000,151040000000000000000000000000
70062000,7,LA LAGUNA VDA SIRAQUITA,4073000,151040000000000000000000000000
70062000,7,LA LAGUNA VDA SIRAQUITA,4073000,151040000000000000000000000000
70063000,7,LA ARENERA VDA SIRAQUITA,1168000,151040000000000000000000000000
70063000,7,LA ARENERA VDA SIRAQUITA,1168000,151040000000000000000000000000
70063000,7,LA ARENERA VDA SIRAQUITA,1168000,151040000000000000000000000000
70063000,7,LA ARENERA VDA SIRAQUITA,1168000,151040000000000000000000000000
70063000,7,LA ARENERA VDA SIRAQUITA,1168000,151040000000000000000000000000
70063000,7,LA ARENERA VDA SIRAQUITA,1168000,151040000000000000000000000000
70064000,7,EL EUCALIPTUS VDA SIRAQUITA,2262000,151040000000000000000000000000
70064000,7,EL EUCALIPTUS VDA SIRAQUITA,2262000,151040000000000000000000000000
70065000,7,EL CEREZO VDA SIRAQUITA,2490000,151040000000000000000000000000
70065000,7,EL CEREZO VDA SIRAQUITA,2490000,151040000000000000000000000000
70066000,7,LA ESPERANZA VDA SIRAQUITA,3615000,151040000000000000000000000000
70067000,7,LA ESPERANZA VDA SIRAQUITA,5962000,151040000000000000000000000000
70068000,7,BUENAVISTA VDA SIRAQUITA,3815000,151040000000000000000000000000
70068000,7,BUENAVISTA VDA SIRAQUITA,3815000,151040000000000000000000000000
70070000,7,LO N 1 VDA SIRAQUITA,14152000,151040000000000000000000000000
70070000,7,LO N 1 VDA SIRAQUITA,14152000,151040000000000000000000000000
70071000,7,LO N 3 VDA SIRAQUITA,19393000,151040000000000000000000000000
70073000,7,LOTE 5 VDA SIRAQUITA,22137000,151040000000000000000000000000
70073000,7,LOTE 5 VDA SIRAQUITA,22137000,151040000000000000000000000000
70073000,7,LOTE 5 VDA SIRAQUITA,22137000,151040000000000000000000000000
70073000,7,LOTE 5 VDA SIRAQUITA,22137000,151040000000000000000000000000
70074000,7,BUENAVISTA VDA SIRAQUITA,6084000,151040000000000000000000000000
70075000,7,EL CORAZONCITO VDA SIRAQUITA,12447000,151040000000000000000000000000
70075000,7,EL CORAZONCITO VDA SIRAQUITA,12447000,151040000000000000000000000000
70076000,7,EL NARANJAL VDA SIRAQUITA,1622000,151040000000000000000000000000
70077000,7,EL NARANJAL VDA SIRAQUITA,2114000,151040000000000000000000000000
70077000,7,EL NARANJAL VDA SIRAQUITA,2114000,151040000000000000000000000000
70078000,7,VILLA RICA VDA SIRAQUITA,3687000,151040000000000000000000000000
70079000,7,EL ROSAL VDA SIRAQUITA,4023000,151040000000000000000000000000
70080000,7,VILLA CHELA VDA SIRAQUITA,5631000,151040000000000000000000000000
70080000,7,VILLA CHELA VDA SIRAQUITA,5631000,151040000000000000000000000000
70081000,7,LAS MARGARITAS VDA SIRAQUITA,4696000,151040000000000000000000000000
70082000,7,EL LAUREL VDA SIRAQUITA,12069000,151040000000000000000000000000
70083000,7,EL RECUERDO VDA SIRAQUITA,7940000,151040000000000000000000000000
70083000,7,EL RECUERDO VDA SIRAQUITA,7940000,151040000000000000000000000000
70084000,7,LAS GRANADAS VDA SIRAQUITA,7504000,151040000000000000000000000000
70084000,7,LAS GRANADAS VDA SIRAQUITA,7504000,151040000000000000000000000000
70084000,7,LAS GRANADAS VDA SIRAQUITA,7504000,151040000000000000000000000000
70085000,7,LAS GRANADAS VDA SIRAQUITA,3054000,151040000000000000000000000000
70085000,7,LAS GRANADAS VDA SIRAQUITA,3054000,151040000000000000000000000000
70086000,7,XXX VDA SIRAQUITA,8466000,151040000000000000000000000000
70087000,7,LA FORTUNA VDA SIRAQUITA,9722000,151040000000000000000000000000
70088000,7,EL ROCIO VDA SIRAQUITA,6413000,151040000000000000000000000000
70088000,7,EL ROCIO VDA SIRAQUITA,6413000,151040000000000000000000000000
70089000,7,LOTE LA REGADERA VDA SIRAQUITA,8801000,151040000000000000000000000000
70089000,7,LOTE LA REGADERA VDA SIRAQUITA,8801000,151040000000000000000000000000
70090000,7,LOTE LA PRADERA VDA SIRAQUITA,10059000,151040000000000000000000000000
70090000,7,LOTE LA PRADERA VDA SIRAQUITA,10059000,151040000000000000000000000000
70091000,7,EL LAUREL VDA SIRAQUITA,11199000,151040000000000000000000000000
70092000,7,LOTE #4 VDA SIRAQUITA,30776000,151040000000000000000000000000
70092000,7,LOTE #4 VDA SIRAQUITA,30776000,151040000000000000000000000000
70093000,7,EL RINCON VDA SIRAQUITA,470000,151040000000000000000000000000
70094000,7,PUERTO LLERAS VDA SIRAQUITA,8716000,151040000000000000000000000000
70095000,7,LOTE 1 VDA SIRAQUITA,3584000,151040000000000000000000000000
80001000,8,EL ASUFRAL VDA SOCONSAQUE OREINTE,1887000,151040000000000000000000000000
80001000,8,EL ASUFRAL VDA SOCONSAQUE OREINTE,1887000,151040000000000000000000000000
80002000,8,LA CAJITA VDA SOCONSAQUE ORIENTE,1729000,151040000000000000000000000000
80003000,8,LAS CRUCES VDA SOCONSAQUE ORIENTE,2201000,151040000000000000000000000000
80004000,8,EL NARANJO VDA SOCONSAQUE ORIENTE,2296000,151040000000000000000000000000
80004000,8,EL NARANJO VDA SOCONSAQUE ORIENTE,2296000,151040000000000000000000000000
80005000,8,EL CUCHARO VDA SOCONSAQUE ORIENTE,518000,151040000000000000000000000000
80006000,8,EL JUNAL VDA SOCONSAQUE ORIENTE,1729000,151040000000000000000000000000
80007000,8,EL TUNAL VDA SOCONSAQUE ORIENTE,1260000,151040000000000000000000000000
80007000,8,EL TUNAL VDA SOCONSAQUE ORIENTE,1260000,151040000000000000000000000000
80007000,8,EL TUNAL VDA SOCONSAQUE ORIENTE,1260000,151040000000000000000000000000
80007000,8,EL TUNAL VDA SOCONSAQUE ORIENTE,1260000,151040000000000000000000000000
80008000,8,LA MANGUITA VDA SOCONSAQUE ORIENTE,536000,151040000000000000000000000000
80009000,8,AL PAJONAL VDA SOCONSAQUE ORIENTE,2119000,151040000000000000000000000000
80009000,8,AL PAJONAL VDA SOCONSAQUE ORIENTE,2119000,151040000000000000000000000000
80009000,8,AL PAJONAL VDA SOCONSAQUE ORIENTE,2119000,151040000000000000000000000000
80010000,8,EL PAJONAL VDA SONCONSAQUE ORIENTE,1318000,151040000000000000000000000000
80010000,8,EL PAJONAL VDA SONCONSAQUE ORIENTE,1318000,151040000000000000000000000000
80011000,8,EL ARENAL VDA SOCONSAQUE ORIENTE,218000,151040000000000000000000000000
80012000,8,CHIVATA VDA SOCONSAQUE ORIENTE,3124000,151040000000000000000000000000
80013000,8,TIERRA GRATA VDA SOCONSAQUE ORIENT,943000,151040000000000000000000000000
80013000,8,TIERRA GRATA VDA SOCONSAQUE ORIENT,943000,151040000000000000000000000000
80014000,8,EL VENTORRILLO VDA SOCONSAQUE ORIE,112000,151040000000000000000000000000
80015000,8,EL JARILLAL VDA SOCONSAQUE ORIENTE,586000,151040000000000000000000000000
80016000,8,XXX VDA SOCONSAQUE ORIENTE,838000,151040000000000000000000000000
80017000,8,LOMA DE MONSALVE VDA SOCONSAQUE OR,1667000,151040000000000000000000000000
80018000,8,EL CEREZO VDA SOCONSAQUE ARRIBA,1601000,151040000000000000000000000000
80019000,8,VENICIA VDA SOCONSAQUE ARRIBA,3208000,151040000000000000000000000000
80019000,8,VENICIA VDA SOCONSAQUE ARRIBA,3208000,151040000000000000000000000000
80021000,8,LA CENTELLA VDA SOCONSAQUE ORIENTE,1128000,151040000000000000000000000000
80021000,8,LA CENTELLA VDA SOCONSAQUE ORIENTE,1128000,151040000000000000000000000000
80021000,8,LA CENTELLA VDA SOCONSAQUE ORIENTE,1128000,151040000000000000000000000000
80022000,8,LA ESPERANZA VDA SOCONSAQUE ORIENT,990000,151040000000000000000000000000
80023000,8,XXX VDA SOCONSAQUE ORIENTE,146000,151040000000000000000000000000
80024000,8,EL PINO VDA SOCONSAQUE ORIENTE,200000,151040000000000000000000000000
80025000,8,XXX VDA SOCONSAQUE ORIENTE,848000,151040000000000000000000000000
80026000,8,SAN DIEGO VDA SOCONSAQUE ORIENTE,661000,151040000000000000000000000000
80026000,8,SAN DIEGO VDA SOCONSAQUE ORIENTE,661000,151040000000000000000000000000
80028000,8,LA FLORIDA VDA SOCONSAQUE ORIENTE,138000,151040000000000000000000000000
80029000,8,EL PEDREGAL VDA SOCONSAQUE ORIENTE,1318000,151040000000000000000000000000
80030000,8,XXX VDA SOCONSAQUE ORIENTE,1719000,151040000000000000000000000000
80031000,8,EL PEDREGAL VDA SOCONSAQUE ORIENTE,1571000,151040000000000000000000000000
80032000,8,EL GUAMO VDA SOCONSAQUE ORIENTE,10246000,151040000000000000000000000000
80032000,8,EL GUAMO VDA SOCONSAQUE ORIENTE,10246000,151040000000000000000000000000
80032000,8,EL GUAMO VDA SOCONSAQUE ORIENTE,10246000,151040000000000000000000000000
80033000,8,LA ESPERANZA VDA SOCONSAQUE ORIEN,3403000,151040000000000000000000000000
80034000,8,EL AMARILLAL VDA SOCONSAQUE ORIENT,5256000,151040000000000000000000000000
80035000,8,EL TIERRAL SOCONSAQUE ORIENTE,1292000,151040000000000000000000000000
80035000,8,EL TIERRAL SOCONSAQUE ORIENTE,1292000,151040000000000000000000000000
80036000,8,EL RECUERDO VDA SOCONSAQUE ORIENTE,6754000,151040000000000000000000000000
80037000,8,XXX VDA SOCONSAQUE ORIENTE,2993000,151040000000000000000000000000
80037000,8,XXX VDA SOCONSAQUE ORIENTE,2993000,151040000000000000000000000000
80038000,8,EL SILENCIO VDA SOCONSAQUE ORIENT,4808000,151040000000000000000000000000
80038000,8,EL SILENCIO VDA SOCONSAQUE ORIENT,4808000,151040000000000000000000000000
80038000,8,EL SILENCIO VDA SOCONSAQUE ORIENT,4808000,151040000000000000000000000000
80039000,8,EL OLIMPO VDA SOCONSAQUE ORIENTE,63409000,151040000000000000000000000000
80040000,8,LOS PUEBLITOS VDA SOCONSAQUE ORIEN,5281000,151040000000000000000000000000
80041000,8,EL VALLE VDA SOCONSAQUE ORIENTE,3314000,151040000000000000000000000000
80041000,8,EL VALLE VDA SOCONSAQUE ORIENTE,3314000,151040000000000000000000000000
80042000,8,SAN CRISTOBALVDA SOCONSAQUE ORIENT,471000,151040000000000000000000000000
80043000,8,POTRERO CHIQUITO VDA SOCONSAQUE OR,10738000,151040000000000000000000000000
80044000,8,EL GUAMO VDA SOCONSAQUE ORIENTE,32848000,151040000000000000000000000000
80044000,8,EL GUAMO VDA SOCONSAQUE ORIENTE,32848000,151040000000000000000000000000
80045000,8,TERRENO VDA SOCONSAQUE ORIENTE,849000,151040000000000000000000000000
80046000,8,EL GREDAL VDA SOCONSAQUE ORIENTE,1260000,151040000000000000000000000000
80046000,8,EL GREDAL VDA SOCONSAQUE ORIENTE,1260000,151040000000000000000000000000
80047000,8,LA VEGA VDA SOCONSAQUE ORIENTE,2109000,151040000000000000000000000000
80047000,8,LA VEGA VDA SOCONSAQUE ORIENTE,2109000,151040000000000000000000000000
80048000,8,EL RINCON VDA SOCONSAQUE ORIENTE,1480000,151040000000000000000000000000
80049000,8,EL NARANJO VDA SOCONSAQUE ORIENTE,2468000,151040000000000000000000000000
80050000,8,EL ARENAL VDA SOCONSAQUE ORIENTE,5689000,151040000000000000000000000000
80051000,8,EL PEDRON VDA SOCONSAQUE ORIENTE,11887000,151040000000000000000000000000
80052000,8,LA MESETA VDA SOCONSAQUE ORIENTE,1350000,151040000000000000000000000000
80053000,8,LAS HUERTAS VDA SOCONSAQUE ORIENTE,1566000,151040000000000000000000000000
80054000,8,LA HUERTA VDA SOCONSAQUE ORIENT,629000,151040000000000000000000000000
80054000,8,LA HUERTA VDA SOCONSAQUE ORIENT,629000,151040000000000000000000000000
80055000,8,EL PORVENIR VDA SOCONSAQQUE ORIENT,6626000,151040000000000000000000000000
80055000,8,EL PORVENIR VDA SOCONSAQQUE ORIENT,6626000,151040000000000000000000000000
80055000,8,EL PORVENIR VDA SOCONSAQQUE ORIENT,6626000,151040000000000000000000000000
80056000,8,EL PARAISO VDA SOCONSAQUE ORIENTE,9289000,151040000000000000000000000000
80057000,8,LA FLORIDA VDA SOCONSAQUE ORIENTE,2639000,151040000000000000000000000000
80057000,8,LA FLORIDA VDA SOCONSAQUE ORIENTE,2639000,151040000000000000000000000000
80057000,8,LA FLORIDA VDA SOCONSAQUE ORIENTE,2639000,151040000000000000000000000000
80058000,8,BUENAVISTA VDA SOCONSAQUE ORIENT,2639000,151040000000000000000000000000
80059000,8,EL TABLON VDA SOCONSAQUE ORIENTE,27402000,151040000000000000000000000000
80060000,8,EL CARMEN VDA SOCONSAQUE ORIENTE,2409000,151040000000000000000000000000
80061000,8,LOS MANZANOS VDA SOCONSAQUE ORIENT,4809000,151040000000000000000000000000
80061000,8,LOS MANZANOS VDA SOCONSAQUE ORIENT,4809000,151040000000000000000000000000
80061000,8,LOS MANZANOS VDA SOCONSAQUE ORIENT,4809000,151040000000000000000000000000
80062000,8,EL ROBLE VDA SOCONSAQUE ORIENT,2468000,151040000000000000000000000000
80062000,8,EL ROBLE VDA SOCONSAQUE ORIENT,2468000,151040000000000000000000000000
80063000,8,SAN JOSE VDA SOCONSAQUE ORIENT,25817000,151040000000000000000000000000
80064000,8,EL ENCANTO VDA SOCONSAQUE ORIENTE,3310000,151040000000000000000000000000
80065000,8,EL POTRERILLO VDA SOCONSAQUE ORIEN,2263000,151040000000000000000000000000
80065000,8,EL POTRERILLO VDA SOCONSAQUE ORIEN,2263000,151040000000000000000000000000
80065000,8,EL POTRERILLO VDA SOCONSAQUE ORIEN,2263000,151040000000000000000000000000
80066000,8,EL ARRAYAN VDA SOCONSAQUE ORIENTE,1757000,151040000000000000000000000000
80066000,8,EL ARRAYAN VDA SOCONSAQUE ORIENTE,1757000,151040000000000000000000000000
80067000,8,EL CEREZO VDA SOCONSAQUE ORIENT,83000,151040000000000000000000000000
80067000,8,EL CEREZO VDA SOCONSAQUE ORIENT,83000,151040000000000000000000000000
80068000,8,CAMPO HERMOSO VDA SOCONSAQUE ORIEN,187000,151040000000000000000000000000
80069000,8,BUCARAMANGA VDA SOCONSAQUE ORIENTE,5337000,151040000000000000000000000000
80070000,8,EL CURUBAL VDA SOCONSAQUE ORIENTE,954000,151040000000000000000000000000
80071000,8,EL CEREZO VDA SOCONSAQUE ORIENT,1925000,151040000000000000000000000000
80072000,8,LAS LAJITAS  VDA SOCONSAQUE ORIENT,123000,151040000000000000000000000000
80073000,8,EL DURAZNO VDA SOCONSAQUE ORIENTE,129000,151040000000000000000000000000
80074000,8,EL MANZANO VDA SOCONSAQUE ORIENTE,123000,151040000000000000000000000000
80075000,8,EL CEREZO VDA SOCONSAQUE ORIENT,109000,151040000000000000000000000000
80076000,8,EL PIEDRON VDA SOCONSAQUE ORIENTE,79000,151040000000000000000000000000
80077000,8,XXX VDA SOCONSAQUE ORIENTE,92000,151040000000000000000000000000
80078000,8,EL VOLCAN VDA SOCONSAQUE ORIENTE,75000,151040000000000000000000000000
80079000,8,EL BOQUERON VDA SOCONSAQUE ORIENTE,96000,151040000000000000000000000000
80080000,8,BUENAVISTA VDA SOCONSAQUE ORIENTE,271000,151040000000000000000000000000
80080000,8,BUENAVISTA VDA SOCONSAQUE ORIENTE,271000,151040000000000000000000000000
80080000,8,BUENAVISTA VDA SOCONSAQUE ORIENTE,271000,151040000000000000000000000000
80080000,8,BUENAVISTA VDA SOCONSAQUE ORIENTE,271000,151040000000000000000000000000
80080000,8,BUENAVISTA VDA SOCONSAQUE ORIENTE,271000,151040000000000000000000000000
80081000,8,EL RECUERDO VDA SOCONSAQUE ORIENTE,22254000,151040000000000000000000000000
80082000,8,LA ESPERANZA VDA SOCONSAQUE ORIENT,5911000,151040000000000000000000000000
80083000,8,LOS MANZANOS VDA SOCONSAQUE ORIENT,4286000,151040000000000000000000000000
80083000,8,LOS MANZANOS VDA SOCONSAQUE ORIENT,4286000,151040000000000000000000000000
80084000,8,LA LOMITA VDA SOCONSAQUE ORIENTE,2789000,151040000000000000000000000000
80085000,8,BUENOS AIRES VDA SOCONSAQUE ORIENT,627000,151040000000000000000000000000
80086000,8,XXX VDA SOCONSAQUE ORIENTE,10661000,151040000000000000000000000000
80088000,8,SAN ANTONIO VDA SOCONSAQUE ORIENTE,7402000,151040000000000000000000000000
80088000,8,SAN ANTONIO VDA SOCONSAQUE ORIENTE,7402000,151040000000000000000000000000
80088000,8,SAN ANTONIO VDA SOCONSAQUE ORIENTE,7402000,151040000000000000000000000000
80089000,8,EL RECUERDO VDA SOCONSAQUE ORIENTE,1393000,151040000000000000000000000000
80090000,8,XXX VDA SOCONSAQUE ORIENTE,525000,151040000000000000000000000000
80091000,8,TURMEQUE VDA SOCONSAQUE ORIENTE,7625000,151040000000000000000000000000
80092000,8,LA CANA BRAVA VDA SOCONSAQUE ORIEN,3179000,151040000000000000000000000000
80093000,8,XXX VDA SOCONSAQUE ORIENTE,8212000,151040000000000000000000000000
80094000,8,LA ESPERANZA VDA SOCONSAQUE ORIENT,2229000,151040000000000000000000000000
80094000,8,LA ESPERANZA VDA SOCONSAQUE ORIENT,2229000,151040000000000000000000000000
80094000,8,LA ESPERANZA VDA SOCONSAQUE ORIENT,2229000,151040000000000000000000000000
80094000,8,LA ESPERANZA VDA SOCONSAQUE ORIENT,2229000,151040000000000000000000000000
80095000,8,SAN ANTONIO VDA SOCONSAQUE ORIENTE,11904000,151040000000000000000000000000
80096000,8,LA CORRALEJA VDA SOCONSAQUE ORIENT,1645000,151040000000000000000000000000
80097000,8,EL OLIMPO VDA SOCONSAQUE ORIENT,2359000,151040000000000000000000000000
80098000,8,TERRENO VDA SOCONSAQUE ORIENTE,18063000,151040000000000000000000000000
80100000,8,EL JUPAL VDA SOCONSAQUE ORIENTE,3041000,151040000000000000000000000000
